store_id,CLUSTER,CLUSNAME,VAR1,n,avg
993,1,CL9,984,17,903.23529412
995,1,CL9,985,2246,295.5841496
996,1,CL9,986,805,223.42111801
997,1,CL9,987,2947,138.91109603
999,1,CL9,989,452,1078.4026549
1000,1,CL9,990,640,376.609375
1001,1,CL9,991,409,257.44498778
1002,1,CL9,992,2164,299.81192237
1003,1,CL9,993,20,716.5
1004,1,CL9,994,25,239.2
1005,1,CL9,995,2457,323.53968254
1006,1,CL9,996,91,248.9010989
1007,1,CL9,997,253,940.6284585
1008,1,CL9,998,16,119.9375
1010,1,CL9,1000,369,146.62872629
1014,1,CL9,1004,56,183.16071429
1015,1,CL9,1005,2280,200.19385965
1016,1,CL9,1006,391,400.34526854
1018,1,CL9,1008,65,1401.9692308
1019,1,CL9,1009,2968,359.8291779
1020,1,CL9,1010,5,160
1021,1,CL9,1011,1700,80.870588235
1022,1,CL9,1012,524,159.75381679
1025,1,CL9,1015,930,291.48924731
1027,1,CL9,1017,174,1016.4252874
1028,1,CL9,1018,37,408.51351351
1030,1,CL9,1020,113,353.62831858
1031,1,CL9,1021,791,174.67256637
1032,1,CL9,1022,1840,151.33913043
1033,1,CL9,1023,845,258.55029586
1034,1,CL9,1024,332,1143.8493976
1035,1,CL9,1025,2083,142.67306769
1036,1,CL9,1026,163,900.15337423
1037,1,CL9,1027,570,345.54385965
1039,1,CL9,1029,2153,185.5722248
1040,1,CL9,1030,97,154.11340206
1041,1,CL9,1031,1381,214.76249095
1042,1,CL9,1032,346,178.03757225
1043,1,CL9,1033,74,303.05405405
1047,1,CL9,1037,218,293.02752294
1048,1,CL9,1038,2196,124.4931694
1049,1,CL9,1039,272,393.49264706
1050,1,CL9,1040,517,56.390715667
1051,1,CL9,1041,930,22.711827957
1052,1,CL9,1042,818,211.18704156
1054,1,CL9,1044,80,1970.2875
1055,1,CL9,1045,1952,187.37653689
1056,1,CL9,1046,2,500
1058,1,CL9,1048,221,228.32126697
1059,1,CL9,1049,27,556
1061,1,CL9,1051,310,563.09677419
1063,1,CL9,1053,27,1095.3703704
1064,1,CL9,1054,160,167.28125
1066,1,CL9,1056,40,93.55
1067,1,CL9,1057,4,1750
1068,1,CL9,1058,177,337.48587571
1069,1,CL9,1059,634,244.05835962
1070,1,CL9,1060,10,1172.5
1071,1,CL9,1061,85,692.58823529
1072,1,CL9,1062,144,259.23611111
1074,1,CL9,1064,322,253.95341615
1077,1,CL9,1067,134,199.99253731
1078,1,CL9,1068,2493,31.87886081
1081,1,CL9,1070,262,546.87022901
1082,1,CL9,1071,2542,139.37490165
1083,1,CL9,1072,1012,375.85671937
1084,1,CL9,1073,258,192.28294574
1086,1,CL9,1075,57,222.61403509
1087,1,CL9,1076,67,258.50746269
1089,1,CL9,1078,90,242.5
1091,1,CL9,1080,297,214.22895623
1092,1,CL9,1081,2670,265.53745318
1093,1,CL9,1082,1495,277.17190635
1095,1,CL9,1084,1561,43.279948751
1096,1,CL9,1085,705,632.46099291
1097,1,CL9,1086,1910,76.547643979
1098,1,CL9,1087,348,488.87931034
1100,1,CL9,1089,3,241.66666667
1101,1,CL9,1090,654,36.657492355
1102,1,CL9,1091,2853,228.09498773
1104,1,CL9,1093,932,47.68776824
1105,1,CL9,1094,1550,100.84451613
1106,1,CL9,1095,135,596.2
1107,1,CL9,1096,2296,39.924651568
1108,1,CL9,1097,215,906.93953488
1110,1,CL9,1099,715,285.51048951
1111,1,CL9,1100,329,240.5775076
1112,1,CL9,1101,2434,206.29580937
1113,1,CL9,1102,174,125.32183908
1114,1,CL9,1103,1089,152.86042241
1116,1,CL9,1105,3,155
1117,1,CL9,1106,240,487.61666667
1118,1,CL9,1107,326,139.93865031
1119,1,CL9,1108,13,595.30769231
1120,1,CL9,1109,1347,231.4528582
1121,1,CL9,1110,63,52.523809524
1122,1,CL9,1111,603,70.998341625
1123,1,CL9,1112,3,200
1124,1,CL9,1113,1806,577.91196013
1125,1,CL9,1114,1470,467.32380952
1126,1,CL9,1115,616,1155.8587662
1127,1,CL9,1116,343,104.10204082
1128,1,CL9,1117,1337,494.37696335
1130,1,CL9,1119,170,198.54705882
1131,1,CL9,1120,1470,97.785714286
1134,1,CL9,1122,2806,48.407341411
1135,1,CL9,1123,92,1956.8152174
1136,1,CL9,1124,793,232.75157629
1138,1,CL9,1126,33,563.78787879
1139,1,CL9,1127,358,173.31005587
1141,1,CL9,1129,944,194.54978814
1142,1,CL9,1130,13,953.84615385
1144,1,CL9,1132,1039,32.563041386
1145,1,CL9,1133,419,247.14797136
1146,1,CL9,1134,111,330.11711712
1148,1,CL9,1136,1269,92.302600473
1149,1,CL9,1137,328,161.30487805
1151,1,CL9,1139,61,224.3442623
1152,1,CL9,1140,266,88.413533835
1153,1,CL9,1141,1234,426.13452188
1154,1,CL9,1142,246,1069.8861789
1157,1,CL9,1145,202,185.63366337
1158,1,CL9,1146,1582,65.591656131
1159,1,CL9,1147,25,1497.64
1160,1,CL9,1148,1635,394.88440367
1162,1,CL9,1150,1975,36.57721519
1163,1,CL9,1151,110,1048.3636364
1164,1,CL9,1152,159,187.0754717
1165,1,CL9,1153,2249,39.851044909
1166,1,CL9,1154,211,624.90995261
1168,1,CL9,1156,39,1360.2051282
1169,1,CL9,1157,773,474.66752911
1170,1,CL9,1158,14,1485.7142857
1171,1,CL9,1159,1302,147.56758833
1172,1,CL9,1160,488,351.25409836
1173,1,CL9,1161,154,167.18181818
1175,1,CL9,1163,241,84.456431535
1177,1,CL9,1165,434,226.19815668
1178,1,CL9,1166,2589,22.004248745
1179,1,CL9,1167,1173,176.2344416
1181,1,CL9,1169,62,439.43548387
1183,1,CL9,1171,124,1552.766129
1184,1,CL9,1172,1250,142.548
1185,1,CL9,1173,48,781.25
1186,1,CL9,1174,3129,865.73633749
1187,1,CL9,1175,32,166.71875
1188,1,CL9,1176,278,189.42446043
1189,1,CL9,1177,5,62.4
1190,1,CL9,1178,592,179.78885135
1191,1,CL9,1179,131,1247.9160305
1192,1,CL9,1180,323,195.13003096
1193,1,CL9,1181,86,63.034883721
1195,1,CL9,1183,85,144.37647059
1196,1,CL9,1184,334,130.16467066
1197,1,CL9,1185,416,159.65144231
1198,1,CL9,1186,124,1888.9516129
1200,1,CL9,1188,965,127.90051813
1201,1,CL9,1189,617,42.609400324
1202,1,CL9,1190,276,448.14855072
1203,1,CL9,1191,715,246.91328671
1204,1,CL9,1192,1759,226.27345082
1205,1,CL9,1193,240,348.8125
1206,1,CL9,1194,522,249.19348659
1208,1,CL9,1196,286,1624.0384615
1210,1,CL9,1198,194,2027.1907216
1211,1,CL9,1199,653,310.78713629
1212,1,CL9,1200,1439,123.72063933
1213,1,CL9,1201,383,40.289817232
1214,1,CL9,1202,712,259.45646067
1215,1,CL9,1203,43,254.76744186
1217,1,CL9,1204,128,120.78125
1218,1,CL9,1205,140,307.96428571
1219,1,CL9,1206,253,396.94071146
1220,1,CL9,1207,20,745.25
1221,1,CL9,1208,25,1806
1222,1,CL9,1209,47,616.4893617
1223,1,CL9,1210,1414,83.611739745
1224,1,CL9,1211,1423,61.4490513
1225,1,CL9,1212,249,787.00803213
1226,1,CL9,1213,218,162.47247706
1227,1,CL9,1214,222,554.03153153
1228,1,CL9,1215,1080,217.7962963
1229,1,CL9,1216,256,1073.9921875
1230,1,CL9,1217,1452,170.61294766
1232,1,CL9,1219,301,313.43853821
1233,1,CL9,1220,8,1084.375
1234,1,CL9,1221,113,1857.3539823
1235,1,CL9,1222,2367,66.790874525
1238,1,CL9,1225,1909,46.922996333
1239,1,CL9,1226,21,125.33333333
1241,1,CL9,1228,492,289.45528455
1242,1,CL9,1229,123,649.75609756
1243,1,CL9,1230,14,197.92857143
1245,1,CL9,1232,2992,104.29378342
1246,1,CL9,1233,1403,62.577334284
1247,1,CL9,1234,1546,113.00323415
1248,1,CL9,1235,752,188.9375
1249,1,CL9,1236,39,244.92307692
1250,1,CL9,1237,203,250.41871921
1251,1,CL9,1238,305,155.54098361
1252,1,CL9,1239,1126,150.80728242
1255,1,CL9,1241,1245,188.65060241
1257,1,CL9,1243,91,118.84615385
1258,1,CL9,1244,24,434.58333333
1259,1,CL9,1245,64,759.375
1260,1,CL9,1246,2488,115.11454984
1261,1,CL9,1247,480,615.17708333
1262,1,CL9,1248,2082,139.11575408
1263,1,CL9,1249,1,1485
1264,1,CL9,1250,40,2155
1265,1,CL9,1251,165,103.52121212
1266,1,CL9,1252,2636,144.60356601
1267,1,CL9,1253,483,243.97308489
1268,1,CL9,1254,813,80.442804428
1270,1,CL9,1256,310,439.40967742
1271,1,CL9,1257,18,1216.6666667
1272,1,CL9,1258,55,85.636363636
1274,1,CL9,1260,335,846.79701493
1275,1,CL9,1261,25,1728.2
1278,1,CL9,1264,40,1544.625
1280,1,CL9,1266,414,1487.8043478
1282,1,CL9,1268,1518,345.21673254
1283,1,CL9,1269,14,667.85714286
1284,1,CL9,1270,2014,116.50695134
1285,1,CL9,1271,10,587.5
1286,1,CL9,1272,2236,23.411449016
1287,1,CL9,1273,58,525.43103448
1288,1,CL9,1274,422,85.426540284
1289,1,CL9,1275,250,1750.408
1290,1,CL9,1276,163,201.74846626
1291,1,CL9,1277,50,630
1292,1,CL9,1278,3,20
1293,1,CL9,1279,137,1419.4817518
1294,1,CL9,1280,903,241.87707641
1295,1,CL9,1281,1697,530.63347083
1296,1,CL9,1282,11,146.81818182
1297,1,CL9,1283,659,108.74962064
1298,1,CL9,1284,19,1351.8421053
1299,1,CL9,1285,2501,99.742103159
1300,1,CL9,1286,744,183.71908602
1301,1,CL9,1287,64,551.234375
1302,1,CL9,1288,326,301.04907975
1303,1,CL9,1289,114,70.245614035
1304,1,CL9,1290,88,220.81818182
1305,1,CL9,1291,118,86.144067797
1306,1,CL9,1292,893,225.81522956
1308,1,CL9,1293,860,550.91046512
1309,1,CL9,1294,2474,115.83589329
1310,1,CL9,1295,136,1128.3455882
1311,1,CL9,1296,26,875.76923077
1312,1,CL9,1297,1060,406.57830189
1313,1,CL9,1298,1043,279.90699904
1315,1,CL9,1300,1334,261.31334333
1316,1,CL9,1301,2223,307.88349078
1317,1,CL9,1302,1159,133.84814495
1318,1,CL9,1303,505,230.53465347
1319,1,CL9,1304,202,96.54950495
1320,1,CL9,1305,213,630.87793427
1322,1,CL9,1307,936,172.44017094
1324,1,CL9,1309,2857,149.97759888
1325,1,CL9,1310,557,215.46499102
1327,1,CL9,1312,578,62.024221453
1328,1,CL9,1313,1191,220.18807725
1329,1,CL9,1314,278,1250.2913669
1330,1,CL9,1315,6,1500
1331,1,CL9,1316,466,339.07725322
1332,1,CL9,1317,236,957.94491525
1333,1,CL9,1318,170,843.05882353
1334,1,CL9,1319,302,149.8807947
1337,1,CL9,1322,2711,129.28476577
1338,1,CL9,1323,338,259.54142012
1339,1,CL9,1324,881,195.1645857
1340,1,CL9,1325,52,155.11538462
1343,1,CL9,1328,2806,58.873841768
1346,1,CL9,1331,615,234.0699187
1347,1,CL9,1332,1237,111.26434923
1349,1,CL9,1334,231,611.66666667
1351,1,CL9,1336,1538,209.04811443
1352,1,CL9,1337,589,154.59083192
1353,1,CL9,1338,45,707.66666667
1357,1,CL9,1342,1105,218.64162896
1358,1,CL9,1343,493,380.95537525
1359,1,CL9,1344,116,751.25
1360,1,CL9,1345,2017,156.58254834
1362,1,CL9,1347,1558,45.510911425
1364,1,CL9,1349,1967,90.762582613
1365,1,CL9,1350,59,368.30508475
1367,1,CL9,1352,106,777.16981132
1368,1,CL9,1353,1030,332.80291262
1370,1,CL9,1354,32,617
1371,1,CL9,1355,17,715.76470588
1373,1,CL9,1357,2129,200.10192579
1374,1,CL9,1358,438,253.18493151
1375,1,CL9,1359,127,1319.9055118
1376,1,CL9,1360,91,567.8021978
1377,1,CL9,1361,6,1544.1666667
1378,1,CL9,1362,507,96.678500986
1381,1,CL9,1365,52,1647.1153846
1382,1,CL9,1366,23,154.34782609
1383,1,CL9,1367,914,244.55579869
1384,1,CL9,1368,1242,118.45008052
1385,1,CL9,1369,119,113.27731092
1387,1,CL9,1371,2182,226.37030247
1388,1,CL9,1372,3,1733.3333333
1389,1,CL9,1373,1674,87.952807646
1391,1,CL9,1375,42,1263.2619048
1393,1,CL9,1377,136,1770.2205882
1394,1,CL9,1378,667,152.65817091
1395,1,CL9,1379,2338,63.523096664
1397,1,CL9,1381,133,107.72932331
1398,1,CL9,1382,67,336.26865672
1399,1,CL9,1383,34,225.97058824
1400,1,CL9,1384,1857,254.34787291
1401,1,CL9,1385,61,260.08196721
1402,1,CL9,1386,1457,148.60809883
1403,1,CL9,1387,1058,593.99621928
1404,1,CL9,1388,49,143.46938776
1405,1,CL9,1389,179,71.659217877
1407,1,CL9,1391,486,1634.8251029
1408,1,CL9,1392,507,142.5877712
1409,1,CL9,1393,353,199.84419263
1411,1,CL9,1395,566,562.47349823
1413,1,CL9,1397,612,139.79575163
1414,1,CL9,1398,602,126.27906977
1415,1,CL9,1399,303,565.85808581
1416,1,CL9,1400,193,198.39378238
1419,1,CL9,1403,2058,224.98104956
1420,1,CL9,1404,1568,199.57716837
1421,1,CL9,1405,413,334.23728814
1422,1,CL9,1406,469,81.940298507
1423,1,CL9,1407,554,171.77617329
1424,1,CL9,1408,2388,297.78852596
1425,1,CL9,1409,279,48.290322581
1426,1,CL9,1410,2598,83.44495766
1427,1,CL9,1411,1657,219.68617984
1428,1,CL9,1412,1658,30.92159228
1429,1,CL9,1413,722,63.232686981
1430,1,CL9,1414,31,118.38709677
1431,1,CL9,1415,1043,34.216682646
1432,1,CL9,1416,1004,185.63247012
1433,1,CL9,1417,1868,185.45770878
1434,1,CL9,1418,555,575.38738739
1435,1,CL9,1419,505,109.41584158
1436,1,CL9,1420,358,138.76815642
1437,1,CL9,1421,1289,146.05896043
1438,1,CL9,1422,1915,132.91227154
1439,1,CL9,1423,5,99
1441,1,CL9,1425,486,144.44855967
1442,1,CL9,1426,186,1423.0268817
1443,1,CL9,1427,2033,158.71962617
1444,1,CL9,1428,375,145.008
1445,1,CL9,1429,2460,84.519918699
1447,1,CL9,1431,323,154.88544892
1448,1,CL9,1432,32,782.34375
1449,1,CL9,1433,2361,300.36467598
1450,1,CL9,1434,176,227.55681818
1452,1,CL9,1436,251,176.05577689
1453,1,CL9,1437,1204,70.032392027
1454,1,CL9,1438,748,156.79278075
1455,1,CL9,1439,505,246.00990099
1456,1,CL9,1440,165,198.80606061
1457,1,CL9,1441,631,91.843106181
1458,1,CL9,1442,110,364.2
1459,1,CL9,1443,1547,100.83128636
1460,1,CL9,1444,588,282.32993197
1461,1,CL9,1445,426,146.97183099
1462,1,CL9,1446,143,704.02097902
1463,1,CL9,1447,991,37.217961655
1465,1,CL9,1449,1270,96.964566929
1467,1,CL9,1451,65,1196.8615385
1468,1,CL9,1452,1110,190.1981982
1469,1,CL9,1453,50,246.4
1470,1,CL9,1454,643,410.0622084
1471,1,CL9,1455,704,978.10085227
1472,1,CL9,1456,960,341.63125
1474,1,CL9,1458,2954,134.82261341
1475,1,CL9,1459,446,240.31165919
1476,1,CL9,1460,132,890.49242424
1478,1,CL9,1462,569,1086.1950791
1480,1,CL9,1464,123,870.78861789
1481,1,CL9,1465,596,208.26006711
1483,1,CL9,1467,51,587.94117647
1486,1,CL9,1470,9,676.66666667
1488,1,CL9,1472,455,323.2021978
1489,1,CL9,1473,326,288.43558282
1490,1,CL9,1474,3,949.33333333
1491,1,CL9,1475,45,472.22222222
1492,1,CL9,1476,1856,87.191810345
1493,1,CL9,1477,127,912.63779528
1496,1,CL9,1480,106,868.63207547
1498,1,CL9,1482,16,284.6875
1499,1,CL9,1483,297,926.51515152
1500,1,CL9,1484,485,262.30927835
1502,1,CL9,1486,567,191.59964727
1503,1,CL9,1487,33,562.12121212
1505,1,CL9,1489,595,124.08739496
1506,1,CL9,1490,1840,34.769021739
1508,1,CL9,1492,1053,105.49002849
1510,1,CL9,1494,2605,144.24606526
1511,1,CL9,1495,254,1285.5314961
1513,1,CL9,1497,20,709.5
1514,1,CL9,1498,344,111.51162791
1515,1,CL9,1499,262,722.55725191
1516,1,CL9,1500,217,1031.2304147
1518,1,CL9,1501,637,711.6389325
1519,1,CL9,1502,46,1039.5
1520,1,CL9,1503,350,107.77428571
1521,1,CL9,1504,697,197.22238164
1522,1,CL9,1505,759,26.916996047
1524,1,CL9,1507,6,991.66666667
1525,1,CL9,1508,16,1794.8125
1527,1,CL9,1510,546,297.00915751
1528,1,CL9,1511,2867,124.0003488
1529,1,CL9,1512,1056,348.92897727
1531,1,CL9,1514,714,198.85994398
1532,1,CL9,1515,2715,121.63609576
1533,1,CL9,1516,473,312.84566596
1537,1,CL9,1519,20,234.45
1538,1,CL9,1520,379,112.13192612
1540,1,CL9,1522,1192,146.95385906
1542,1,CL9,1523,2616,107.46636086
1543,1,CL9,1524,18,667.16666667
1545,1,CL9,1525,1885,304.25464191
1546,1,CL9,1526,1600,71.3925
1547,1,CL9,1527,247,226.23481781
1549,1,CL9,1529,21,454.04761905
1550,1,CL9,1530,666,163.87687688
1552,1,CL9,1532,1944,250.41975309
1554,1,CL9,1534,66,136.21212121
1555,1,CL9,1535,343,181.38483965
1556,1,CL9,1536,917,322.30098146
1557,1,CL9,1537,24,696.875
1558,1,CL9,1538,127,625.51181102
1559,1,CL9,1539,135,95.696296296
1560,1,CL9,1540,819,81.815628816
1562,1,CL9,1542,762,160.76377953
1564,1,CL9,1544,4,90
1565,1,CL9,1545,794,230.72544081
1568,1,CL9,1548,2,45
1569,1,CL9,1549,18,2242.8888889
1570,1,CL9,1550,13,401.15384615
1571,1,CL9,1551,1070,257.20654206
1572,1,CL9,1552,317,239.84542587
1573,1,CL9,1553,379,158.36939314
1574,1,CL9,1554,3115,208.88346709
1578,1,CL9,1557,2299,97.185297956
1580,1,CL9,1559,30,1187.5666667
1581,1,CL9,1560,52,66.442307692
1583,1,CL9,1561,248,171.6733871
1584,1,CL9,1562,70,182.17142857
1585,1,CL9,1563,1493,144.40991293
1586,1,CL9,1564,850,675.87058824
1587,1,CL9,1565,114,93.596491228
1588,1,CL9,1566,669,342.53064275
1589,1,CL9,1567,435,294.30574713
1590,1,CL9,1568,109,57.733944954
1591,1,CL9,1569,43,335.74418605
1593,1,CL9,1571,654,33.259938838
1594,1,CL9,1572,2560,372.42460938
1595,1,CL9,1573,2064,182.41715116
1596,1,CL9,1574,15,865.73333333
1597,1,CL9,1575,1786,282.1556551
1598,1,CL9,1576,914,191.25164114
1599,1,CL9,1577,961,185.58272633
1601,1,CL9,1579,4,266.25
1603,1,CL9,1581,96,51.71875
1604,1,CL9,1582,1264,419.8568038
1607,1,CL9,1585,12,1427.9166667
1609,1,CL9,1587,46,365.76086957
1610,1,CL9,1588,3,75
1611,1,CL9,1589,390,187.00769231
1612,1,CL9,1590,98,168.43877551
1613,1,CL9,1591,107,93.990654206
1614,1,CL9,1592,30,1990
1615,1,CL9,1593,479,237.30688935
1617,1,CL9,1595,14,60.714285714
1618,1,CL9,1596,48,1463.5416667
1619,1,CL9,1597,658,84.534954407
1620,1,CL9,1598,33,713.33333333
1622,1,CL9,1600,104,491.84615385
1623,1,CL9,1601,35,1070.8571429
1624,1,CL9,1602,9,1286.3333333
1627,1,CL9,1605,2068,155.25773694
1628,1,CL9,1606,620,138.5016129
1630,1,CL9,1608,595,81.682352941
1631,1,CL9,1609,1135,153.56211454
1632,1,CL9,1610,165,618.6969697
1633,1,CL9,1611,449,114.87082405
1634,1,CL9,1612,26,815.38461538
1635,1,CL9,1613,486,161.49176955
1636,1,CL9,1614,1936,86
1637,1,CL9,1615,20,1506.2
1638,1,CL9,1616,89,1657.9662921
1639,1,CL9,1617,43,650.11627907
1640,1,CL9,1618,241,427.34439834
1641,1,CL9,1619,284,153.52464789
1642,1,CL9,1620,421,99.93111639
1643,1,CL9,1621,335,274.49253731
1644,1,CL9,1622,321,111.9470405
1645,1,CL9,1623,60,113.25
1646,1,CL9,1624,11,412.72727273
1647,1,CL9,1625,961,209.57752341
1648,1,CL9,1626,26,234.42307692
1651,1,CL9,1628,889,917.2632171
1652,1,CL9,1629,905,306.16353591
1653,1,CL9,1630,211,178.31753555
1654,1,CL9,1631,982,29.782077393
1656,1,CL9,1633,326,236.47852761
1659,1,CL9,1636,14,734.92857143
1660,1,CL9,1637,461,695.19088937
1661,1,CL9,1638,116,169.26724138
1662,1,CL9,1639,1387,46.183850036
1664,1,CL9,1641,158,457.78481013
1665,1,CL9,1642,273,83.996336996
1666,1,CL9,1643,978,125.28527607
1668,1,CL9,1645,236,571.77966102
1671,1,CL9,1648,9,977.77777778
1672,1,CL9,1649,55,1705.9090909
1673,1,CL9,1650,439,68.997722096
1674,1,CL9,1651,1233,216.03487429
1675,1,CL9,1652,2446,104.9893704
1679,1,CL9,1656,64,1062.5
1680,1,CL9,1657,642,145.32554517
1682,1,CL9,1658,2565,36.952826511
1683,1,CL9,1659,1739,359.00517539
1686,1,CL9,1662,30,87.666666667
1687,1,CL9,1663,994,227.69215292
1688,1,CL9,1664,262,1006.4885496
1691,1,CL9,1667,1057,493.8628193
1694,1,CL9,1670,683,259.41581259
1696,1,CL9,1672,1299,236.06466513
1697,1,CL9,1673,2446,141.34873262
1698,1,CL9,1674,453,45.863134658
1699,1,CL9,1675,452,43.068584071
1702,1,CL9,1678,121,2116.322314
1703,1,CL9,1679,1652,93.193099274
1704,1,CL9,1680,287,115.7804878
1706,1,CL9,1682,837,219.27359618
1707,1,CL9,1683,1154,119.29809359
1708,1,CL9,1684,502,174.33665339
1709,1,CL9,1685,1315,95.800760456
1710,1,CL9,1686,353,449.64589235
1711,1,CL9,1687,432,331.2962963
1712,1,CL9,1688,49,2050.4081633
1713,1,CL9,1689,166,385.76506024
1715,1,CL9,1691,107,93.177570093
1717,1,CL9,1693,540,178.1037037
1719,1,CL9,1695,1736,232.21140553
1720,1,CL9,1696,54,20.185185185
1721,1,CL9,1697,142,152.84507042
1722,1,CL9,1698,199,144.22613065
1723,1,CL9,1699,33,645
1724,1,CL9,1700,396,118.43686869
1725,1,CL9,1701,507,1074.6568047
1726,1,CL9,1702,612,241.97712418
1727,1,CL9,1703,54,416.48148148
1728,1,CL9,1704,285,49.126315789
1729,1,CL9,1705,107,45.018691589
1730,1,CL9,1706,1245,186.28433735
1732,1,CL9,1708,573,140.12390925
1733,1,CL9,1709,154,63.25974026
1737,1,CL9,1713,66,395.60606061
1739,1,CL9,1715,1330,462.89924812
1741,1,CL9,1717,314,175.91082803
1742,1,CL9,1718,2072,122.41505792
1743,1,CL9,1719,419,288.04534606
1744,1,CL9,1720,246,140.44308943
1745,1,CL9,1721,573,235.45375218
1746,1,CL9,1722,745,200.12348993
1747,1,CL9,1723,626,95.431309904
1749,1,CL9,1725,1246,82.813804173
1750,1,CL9,1726,9,502.77777778
1751,1,CL9,1727,1413,112.25336164
1752,1,CL9,1728,1670,87.117365269
1754,1,CL9,1730,271,318.09225092
1755,1,CL9,1731,332,448.55421687
1756,1,CL9,1732,359,57.144846797
1757,1,CL9,1733,28,1696.4285714
1758,1,CL9,1734,1928,64.213174274
1759,1,CL9,1735,325,575.30769231
1761,1,CL9,1737,34,341.02941176
1762,1,CL9,1738,9,386.11111111
1763,1,CL9,1739,1787,40.613318411
1764,1,CL9,1740,273,336.1978022
1766,1,CL9,1742,431,241.73781903
1767,1,CL9,1743,2258,100.07307352
1769,1,CL9,1745,1551,614.73243069
1773,1,CL9,1749,52,1071.5384615
1774,1,CL9,1750,38,290.26315789
1775,1,CL9,1751,109,419.90825688
1776,1,CL9,1752,16,271.3125
1777,1,CL9,1753,115,306.66956522
1778,1,CL9,1754,2551,96.659349275
1779,1,CL9,1755,1499,192.66444296
1780,1,CL9,1756,264,206.35606061
1781,1,CL9,1757,718,116.47771588
1782,1,CL9,1758,1309,170.0473644
1784,1,CL9,1760,128,980.3125
1785,1,CL9,1761,594,57.567340067
1787,1,CL9,1763,62,80.35483871
1788,1,CL9,1764,800,470.57625
1789,1,CL9,1765,26,397
1790,1,CL9,1766,1609,691.5083903
1792,1,CL9,1768,28,1659.75
1794,1,CL9,1770,454,1185.8237885
1796,1,CL9,1772,111,138.48648649
1797,1,CL9,1773,82,605.42682927
1798,1,CL9,1774,2898,37.961007591
1799,1,CL9,1775,437,441.53546911
13,2,CL7,13,4114,141.05323286
22,2,CL7,21,7134,134.54597701
23,2,CL7,22,9847,23.887275312
24,2,CL7,23,6765,22.988322247
30,2,CL7,29,3268,82.982252142
33,2,CL7,32,3129,108.23170342
34,2,CL7,33,11337,33.835935433
39,2,CL7,38,5176,108.50289799
45,2,CL7,44,7928,128.16157921
50,2,CL7,48,3291,297.73898511
51,2,CL7,49,6103,26.917909225
52,2,CL7,50,7502,288.12303386
55,2,CL7,53,5488,122.27131924
59,2,CL7,57,8876,25.104664263
64,2,CL7,62,4248,96.910310734
66,2,CL7,64,3676,60.798422198
68,2,CL7,66,10646,35.275784332
73,2,CL7,71,3102,24.42972276
82,2,CL7,80,6148,24.304977228
88,2,CL7,86,4183,97.125747071
97,2,CL7,95,5312,57.663968373
104,2,CL7,102,13325,220.12135084
109,2,CL7,107,12737,79.256653843
110,2,CL7,108,5041,169.77226741
111,2,CL7,109,3348,181.12634409
118,2,CL7,116,3517,84.346033551
123,2,CL7,121,5742,102.26454197
134,2,CL7,132,7985,21.497307451
140,2,CL7,138,3344,119.30113636
148,2,CL7,146,3820,20.312565445
165,2,CL7,163,10620,26.034651601
166,2,CL7,164,4058,98.139477575
167,2,CL7,165,8655,57.355979203
175,2,CL7,173,4686,85.605847204
181,2,CL7,179,10999,89.665333212
182,2,CL7,180,4531,31.324652395
184,2,CL7,182,9780,26.356543967
185,2,CL7,183,9011,196.60159805
191,2,CL7,189,3209,107.27859146
212,2,CL7,210,4757,43.720622241
215,2,CL7,213,4497,96.550366911
227,2,CL7,225,3839,43.976035426
239,2,CL7,237,5360,135.04477612
240,2,CL7,238,3963,127.37370679
245,2,CL7,243,7187,71.545150967
247,2,CL7,245,8638,49.471984256
249,2,CL7,247,3422,209.10549386
267,2,CL7,264,4340,21.765898618
268,2,CL7,265,8293,88.45773544
278,2,CL7,275,5973,101.60572577
284,2,CL7,281,5111,101.89610644
290,2,CL7,287,8265,45.533333333
294,2,CL7,291,10475,145.68821002
302,2,CL7,299,11591,37.228798206
309,2,CL7,306,8235,32.189921069
310,2,CL7,307,3737,206.93497458
314,2,CL7,311,3458,441.6064199
325,2,CL7,322,3578,206.70262717
333,2,CL7,330,5034,210.57707588
335,2,CL7,332,11263,48.078842227
338,2,CL7,335,4236,132.66147309
341,2,CL7,338,7061,72.713496672
343,2,CL7,340,4995,88.867667668
355,2,CL7,352,10563,32.447884124
362,2,CL7,359,5675,64.651982379
367,2,CL7,364,3314,110.02414001
373,2,CL7,370,14019,27.401669163
378,2,CL7,375,4084,110.27350637
384,2,CL7,381,5707,221.75608901
390,2,CL7,386,5935,62.676495366
393,2,CL7,389,8405,332.86067817
394,2,CL7,390,10350,69.337487923
404,2,CL7,400,5358,24.712392684
408,2,CL7,404,3802,43.796685955
414,2,CL7,410,6349,426.64183336
423,2,CL7,419,9002,128.48966896
424,2,CL7,420,3481,110.0350474
425,2,CL7,421,4094,74.56839277
440,2,CL7,436,4430,151.26794582
452,2,CL7,448,3263,105.65828992
462,2,CL7,458,4459,117.25072886
469,2,CL7,465,11100,30.244054054
474,2,CL7,470,12036,20.093386507
477,2,CL7,473,4131,352.59985476
486,2,CL7,481,7156,452.13555059
494,2,CL7,489,7409,74.868808206
498,2,CL7,493,13827,50.395964417
500,2,CL7,495,4251,117.53069866
503,2,CL7,498,3327,115.81033965
504,2,CL7,499,6158,23.205099058
510,2,CL7,505,5995,81.415679733
