store_id,CLUSTER,CLUSNAME,VAR1,n,avg,hour2_p,hour6_p,hour10_p,hour14_p,hour18_p,hour22_p,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8
1362,1,CL9,1347,1558,45.510911425,0,0.513478819,28.241335045,39.794608472,30.55198973,0,-0.905986151,-0.316163457,-0.227728064,-0.468519632,0.0913924478,0.0504072279,0.1021034748,0.072845449
1365,1,CL9,1350,59,368.30508475,0,0,20.338983051,54.237288136,25.423728814,0,-1.091110998,-0.228804195,-0.927724885,-0.555923351,0.7299684974,0.1428776608,0.0535515366,0.0921660416
1367,1,CL9,1352,106,777.16981132,0,0,18.867924528,42.452830189,34.905660377,0,-0.715984185,-0.54041264,-0.707099292,-0.082454936,0.3925693179,0.0781646041,0.1519066767,0.0194019445
1374,1,CL9,1358,438,253.18493151,0,0,30.593607306,58.447488584,10.273972603,0,-1.566250366,0.4249930662,-0.964421202,-1.03003607,0.5197307469,0.2446154631,-0.118662823,0.0418826892
1375,1,CL9,1359,127,1319.9055118,0,0,13.385826772,58.267716535,27.559055118,0,-1.045558961,-0.262749701,-1.135388685,-0.170541542,1.0611241223,0.4101856,0.0721318795,0.0827646363
1376,1,CL9,1360,91,567.8021978,0,0,27.472527473,62.637362637,3.2967032967,0,-1.663867148,0.6739925373,-1.220528127,-1.064678298,0.7446185379,0.3366048567,-0.215674148,-0.112531653
1377,1,CL9,1361,6,1544.1666667,0,0,50,50,0,0,-1.978643249,1.1749878601,-1.022059932,-0.839262165,-0.526532897,0.3423385236,-0.208753779,0.036202195
1381,1,CL9,1365,52,1647.1153846,0,3.8461538462,42.307692308,48.076923077,3.8461538462,0,-1.812546784,1.2236484545,-0.759496705,-0.393289235,-0.087769092,-0.018477427,-0.177284142,0.0012299696
1383,1,CL9,1367,914,244.55579869,0,0.1094091904,45.076586433,46.608315098,7.5492341357,0,-1.664889324,0.6977171318,-0.589463956,-1.076626635,-0.350312284,0.1427939324,-0.141192862,0.0305283596
1385,1,CL9,1369,119,113.27731092,0,0.8403361345,21.008403361,47.058823529,30.25210084,0,-0.904946897,-0.371880766,-0.663133617,-0.422235103,0.5431266168,-0.081445704,0.1061866397,0.0796892204
1386,1,CL9,1370,6,2491.6666667,0,0,66.666666667,33.333333333,0,0,-2.030091689,1.4819528022,-0.750287055,-0.461530755,-1.702415734,0.3141431445,-0.189692424,0.0321589441
1388,1,CL9,1372,3,1733.3333333,0,0,33.333333333,66.666666667,0,0,-1.979984934,1.0127982932,-1.440893224,-0.820820848,0.5902867113,0.6104939185,-0.223761983,0.0438889367
1391,1,CL9,1375,42,1263.2619048,0,0,23.80952381,33.333333333,35.714285714,0,-0.635584551,-0.456507748,-0.588956439,0.167840212,-0.097321804,0.054457792,0.1582441432,-0.061869807
1395,1,CL9,1379,2338,63.523096664,0,0,15.697177074,49.101796407,32.634730539,0,-0.801573195,-0.557177931,-0.340868959,-0.468397976,0.8366993006,0.3500055155,0.1019737993,0.0397608349
1401,1,CL9,1385,61,260.08196721,0,0,0,52.459016393,47.540983607,0,-0.363571747,-1.272939944,-0.842816457,0.0257882334,1.4045411114,0.0812885439,0.2905591982,0.1415381431
1404,1,CL9,1388,49,143.46938776,0,4.0816326531,20.408163265,61.224489796,14.285714286,0,-1.441044388,0.4261151636,-0.83598725,-0.665321829,1.202098086,-0.190831907,-0.076382639,0.0721982506
1405,1,CL9,1389,179,71.659217877,0,6.7039106145,22.905027933,34.636871508,30.167597765,0,-0.798050568,0.0434218005,-0.035279702,0.0672854721,0.4356826108,-0.796605664,0.0919869303,-0.035424409
1409,1,CL9,1393,353,199.84419263,0,0,33.711048159,47.875354108,16.997167139,0,-1.330509099,0.207244383,-0.720351429,-0.823263634,0.0716838599,0.0730793591,-0.039274216,0.0351519512
1412,1,CL9,1396,6,4970.8333333,0,0,16.666666667,33.333333333,16.666666667,0,-0.808116581,0.6028052767,-1.28140557,1.1736910543,0.0041155058,0.9130720597,-0.134044635,-0.722395324
1413,1,CL9,1397,612,139.79575163,0,0.1633986928,17.647058824,42.156862745,38.071895425,0,-0.630254233,-0.731490186,-0.494873224,-0.230587154,0.4855127744,-0.007439961,0.1857171377,0.0672210687
1416,1,CL9,1400,193,198.39378238,0,0,17.616580311,50.259067358,30.569948187,0,-0.880874883,-0.467620941,-0.790470025,-0.449099015,0.7163055933,0.0729722518,0.1041504613,0.0641083122
1423,1,CL9,1407,554,171.77617329,0,0,28.339350181,59.747292419,10.469314079,0,-1.538436096,0.3829810039,-0.967571196,-1.051954888,0.6513878137,0.264361051,-0.122198336,0.0241816829
1425,1,CL9,1409,279,48.290322581,0,0.7168458781,30.82437276,33.333333333,27.956989247,0.7168458781,-0.807352052,-0.188571105,-0.357313187,-0.426182059,-0.234011111,-0.227574055,0.0401544172,-0.059360886
1426,1,CL9,1410,2598,83.44495766,0,1.077752117,11.277906082,60.969976905,26.520400308,0,-1.056504963,-0.303204082,-0.50085335,-0.613887054,1.4417090431,0.4512424402,0.0315901901,0.0892196365
1428,1,CL9,1412,1658,30.92159228,0,1.3872135103,35.404101327,55.548854041,6.7551266586,0,-1.677090286,0.6868616631,-0.557581133,-1.117697753,0.3947493791,0.2110358983,-0.168269329,0.02553354
1429,1,CL9,1413,722,63.232686981,0,0,18.282548476,47.229916898,34.072022161,0,-0.792920584,-0.597333978,-0.588039833,-0.411245564,0.6209023212,0.0765683308,0.1431846684,0.0967877677
1434,1,CL9,1418,555,575.38738739,0,0.1801801802,25.405405405,49.72972973,21.801801802,0,-1.156822411,0.0010945433,-0.767305311,-0.541477255,0.428161507,0.1915658089,0.0036291967,0.0126680746
1438,1,CL9,1422,1915,132.91227154,0,0.7832898172,22.663185379,40.052219321,36.396866841,0,-0.740608536,-0.556285358,-0.147720718,-0.27111451,0.3221297824,0.0941795876,0.1638559618,0.1052184953
1439,1,CL9,1423,5,99,0,0,20,40,0,0,-0.965411931,0.6183321432,-0.879434857,-0.944400886,0.3609001402,0.0020808998,-0.361358566,-0.933299247
1441,1,CL9,1425,486,144.44855967,0,0.4115226337,25.514403292,45.473251029,28.395061728,0,-0.986068129,-0.27451509,-0.583265246,-0.502861925,0.3176496469,-0.001470882,0.0873378592,0.0891263602
1444,1,CL9,1428,375,145.008,0,0,31.733333333,41.6,25.333333333,0.5333333333,-1.040399363,-0.116000203,-0.551557228,-0.596372126,-0.054957327,-0.025173484,0.0345649476,0.0715816749
1445,1,CL9,1429,2460,84.519918699,0,0,23.902439024,48.414634146,27.479674797,0,-1.028623462,-0.272003485,-0.294184989,-0.62658389,0.5218610186,0.3605706518,0.0558369173,0.0843034443
1448,1,CL9,1432,32,782.34375,0,0,12.5,59.375,28.125,0,-1.019492365,-0.362056485,-1.104167681,-0.350720084,1.1511936081,0.2951002839,0.0792287906,0.1018857406
1453,1,CL9,1437,1204,70.032392027,0,0,13.53820598,42.774086379,38.870431894,0.415282392,-0.522255848,-0.815821903,-0.417883665,-0.233434673,0.6720619937,0.0984168655,0.1603731752,0.0135352185
1458,1,CL9,1442,110,364.2,0,0,23.636363636,66.363636364,6.3636363636,0,-1.622875016,0.4968000904,-1.2540853,-1.088786786,1.0071813387,0.3378687639,-0.175801907,-0.033620026
1460,1,CL9,1444,588,282.32993197,0,7.1428571429,26.19047619,45.578231293,20.238095238,0,-1.243611066,0.5066446081,-0.196400674,-0.186152933,0.6907296113,-0.588239762,-0.009225204,0.060589847
1467,1,CL9,1451,65,1196.8615385,0,0,30.769230769,41.538461538,15.384615385,0,-1.171163899,0.3464355222,-0.832290418,-0.396126503,-0.071434382,0.1830745706,-0.086890472,-0.229074933
1468,1,CL9,1452,1110,190.1981982,0,0.1801801802,22.612612613,40.990990991,34.954954955,0.2702702703,-0.745775485,-0.544649413,-0.377995309,-0.312498487,0.2868742354,0.0611749242,0.1411029417,0.0849635895
1472,1,CL9,1456,960,341.63125,0,0,0.9375,58.854166667,39.270833333,0,-0.62025375,-0.942184176,-0.850160334,-0.202834536,1.6061366715,0.3283185757,0.184267566,0.1015174275
1476,1,CL9,1460,132,890.49242424,0,0,4.5454545455,57.575757576,30.303030303,1.5151515152,-0.718395533,-0.498868053,-1.112695566,-0.185741126,1.3862075348,0.3314949281,0.0146167378,-0.02372344
1483,1,CL9,1467,51,587.94117647,0,0,21.568627451,37.254901961,33.333333333,0,-0.66376023,-0.481680844,-0.60085689,-0.138527414,0.144267408,-0.029873299,0.1239458563,-0.084634189
1486,1,CL9,1470,9,676.66666667,0,0,22.222222222,44.444444444,22.222222222,0,-0.950046745,-0.063162977,-0.827415984,-0.405717294,0.3493293522,0.0969615332,-0.013354833,-0.185064071
1491,1,CL9,1475,45,472.22222222,0,0,11.111111111,66.666666667,17.777777778,0,-1.234724248,-0.045368978,-1.278486457,-0.726178699,1.456939797,0.3497050358,-0.056587717,-0.026386221
1500,1,CL9,1484,485,262.30927835,0,0,27.628865979,50.927835052,20.618556701,0,-1.228788108,0.0178289025,-0.766540573,-0.717680262,0.3869336566,0.143950954,-0.002292071,0.0588865789
1504,1,CL9,1488,163,2548.2699387,0,1.8404907975,25.766871166,59.509202454,10.429447853,0,-1.622678874,0.7785216858,-1.239831321,-0.072737986,0.7075548034,0.5330912417,-0.115926511,0.0094777435
1514,1,CL9,1498,344,111.51162791,0,2.3255813953,30.23255814,48.546511628,15.697674419,0,-1.325813338,0.361209495,-0.601557588,-0.705566708,0.3610763835,-0.153296025,-0.063213731,-0.008757535
1518,1,CL9,1501,637,711.6389325,0,5.180533752,35.164835165,44.583987441,14.442700157,0,-1.459556816,0.738951021,-0.342200952,-0.34103339,0.2025277255,-0.314037042,-0.066248406,0.0520364063
1522,1,CL9,1505,759,26.916996047,0,0.5270092227,24.901185771,33.596837945,33.992094862,1.185770751,-0.59985582,-0.476603265,-0.273328861,-0.293775027,-0.006993735,-0.141624148,0.0820793665,-0.026013918
1524,1,CL9,1507,6,991.66666667,0,0,33.333333333,50,0,0,-1.556918466,0.9028149821,-1.06742282,-0.877659835,0.1223569978,0.2682768987,-0.276094127,-0.365829583
1525,1,CL9,1508,16,1794.8125,0,0,12.5,62.5,0,6.25,-1.15762566,0.860711279,-1.547545159,-0.583105807,1.2316417714,0.6541687048,-0.562076949,-0.343789472
1527,1,CL9,1510,546,297.00915751,0,0.7326007326,12.454212454,49.267399267,36.446886447,0,-0.707368208,-0.671618425,-0.657788419,-0.206322684,0.9193512135,0.0582567475,0.1657256192,0.088295703
1529,1,CL9,1512,1056,348.92897727,0,1.7992424242,45.454545455,30.018939394,22.064393939,0.1893939394,-1.196121039,0.308046219,-0.064731397,-0.469854215,-0.794201785,-0.210955921,0.0190833565,0.064352176
1534,1,CL9,1517,4841,44.323900021,0,2.3961991324,18.363974385,32.100805619,46.312745301,0,-0.422907954,-0.832198229,0.7141559063,0.0628936787,0.4318466046,0.2452045417,0.2439249399,0.1028816924
1538,1,CL9,1520,379,112.13192612,0,0,19.26121372,43.007915567,36.675461741,0,-0.693842749,-0.679290812,-0.561124699,-0.297156742,0.4367966826,-0.022275007,0.1759052424,0.0863391821
1539,1,CL9,1521,7,4600,0,0,0,57.142857143,42.857142857,0,-0.715866397,-0.550596967,-1.529167038,1.3957863464,1.3269761681,1.058466632,0.2521113271,0.1468243305
1543,1,CL9,1524,18,667.16666667,0,5.5555555556,16.666666667,61.111111111,11.111111111,0,-1.436726775,0.661317478,-0.861493096,-0.411048589,1.3989317718,-0.209948322,-0.13117349,-0.06563368
1546,1,CL9,1526,1600,71.3925,0,4,35.3125,35.4375,25.0625,0,-1.105326684,0.2045126316,0.0863835786,-0.352342403,-0.095653741,-0.327113683,0.0468109648,0.0782748426
1547,1,CL9,1527,247,226.23481781,0,1.2145748988,25.101214575,41.295546559,28.340080972,0.4048582996,-0.884967953,-0.21206938,-0.521191697,-0.366787762,0.2386919875,-0.142150982,0.0616266351,0.0101375325
1549,1,CL9,1529,21,454.04761905,0,0,19.047619048,33.333333333,23.80952381,4.7619047619,-0.413485433,-0.123153921,-0.639529769,-0.310534767,0.1358420162,-0.052646162,-0.22278695,-0.32856988
1553,1,CL9,1533,4408,157.26383848,0,0,21.597096189,29.968239564,44.963702359,0.0226860254,-0.406293231,-0.903345369,0.5037024594,-0.071233872,0.0893504795,0.4106627899,0.2272097259,0.0354256981
1554,1,CL9,1534,66,136.21212121,0,9.0909090909,19.696969697,45.454545455,18.181818182,0,-1.1395976,0.610690923,-0.207400964,-0.079074236,1.031479018,-0.865248264,-0.054737368,-0.103685036
1555,1,CL9,1535,343,181.38483965,0,0,44.897959184,32.069970845,20.699708455,0,-1.193753751,0.1944998975,-0.347979141,-0.673092439,-0.83006353,-0.149192259,0.0115227351,0.0148537961
1557,1,CL9,1537,24,696.875,0,0,41.666666667,41.666666667,16.666666667,0,-1.398072159,0.3689590734,-0.690972645,-0.648135691,-0.450650267,0.0405161326,-0.026434786,0.0679575807
1563,1,CL9,1543,29,4133.9310345,0,3.4482758621,17.24137931,37.931034483,31.034482759,3.4482758621,-0.714590209,0.2908618464,-0.905899634,1.2921717141,0.3397693446,0.4183405703,-0.036328997,-0.017350985
1566,1,CL9,1546,6698,56.708271126,0.0149298298,4.329650642,19.722305166,27.859062407,39.160943565,1.418333831,-0.428093569,-0.387051502,1.2111303311,0.0537288854,0.442100478,0.3137836861,0.0662978528,-0.062656602
1567,1,CL9,1547,144,3017.1944444,0,0.6944444444,11.805555556,54.861111111,29.166666667,0,-1.009593095,-0.077471575,-1.24553322,0.55052788,0.9663521067,0.6648231149,0.0871179776,0.026453568
1568,1,CL9,1548,2,45,0,0,0,50,50,0,-0.273758089,-1.390315536,-0.765067002,0.0273217499,1.3349794727,-0.008360238,0.3188972255,0.1455233232
1569,1,CL9,1549,18,2242.8888889,0,5.5555555556,33.333333333,55.555555556,5.5555555556,0,-1.826122794,1.2552166197,-0.901587276,-0.051790928,0.536671726,0.0365277192,-0.157777935,0.0577930736
1570,1,CL9,1550,13,401.15384615,0,0,23.076923077,61.538461538,15.384615385,0,-1.417316832,0.1699624635,-1.126244136,-0.843269935,0.8619575117,0.2497294899,-0.059767093,0.0725414421
1573,1,CL9,1553,379,158.36939314,0,0,19.788918206,41.952506596,36.939313984,0,-0.68156227,-0.677329316,-0.5436459,-0.26826338,0.3822810218,-0.026468077,0.1788407029,0.0803046478
1584,1,CL9,1562,70,182.17142857,0,0,12.857142857,65.714285714,18.571428571,0,-1.233645088,-0.089855955,-1.201702242,-0.817667625,1.3777794132,0.2744281886,-0.042273628,0.0121680049
1595,1,CL9,1573,2064,182.41715116,0,0.0968992248,28.391472868,43.168604651,26.550387597,0,-1.024787913,-0.17510626,-0.264901146,-0.573730655,0.1824542539,0.2456971283,0.0487390883,0.0428821122
1596,1,CL9,1574,15,865.73333333,0,0,66.666666667,33.333333333,0,0,-1.954618148,1.2749151903,-0.539027521,-1.028324914,-1.617753037,-0.028402339,-0.195535933,0.02693873
1597,1,CL9,1575,1786,282.1556551,0,5.7670772676,30.291153415,43.896976484,19.708846585,0,-1.284178255,0.4922344256,-0.007447771,-0.324986286,0.4538465778,-0.302742241,-0.021569496,0.0678047965
1599,1,CL9,1577,961,185.58272633,0,1.6649323621,22.788761707,47.346514048,27.26326743,0,-1.010576041,-0.168267155,-0.473792497,-0.436383861,0.5652486172,-0.01265221,0.0649669906,0.0700498332
1603,1,CL9,1581,96,51.71875,0,0,26.041666667,39.583333333,33.333333333,0,-0.799810172,-0.493145619,-0.530623136,-0.395826589,0.0780640719,-0.122095863,0.1460988238,0.0779003899
1605,1,CL9,1583,1,2500,0,0,0,100,0,0,-2.000745861,0.7379390844,-2.327843065,-0.648688009,2.8039355732,1.229535284,-0.252442455,0.0604982056
1607,1,CL9,1585,12,1427.9166667,0,0,66.666666667,33.333333333,0,0,-1.980714848,1.3465018975,-0.612051358,-0.832352155,-1.647021856,0.0900530143,-0.193516565,0.0287434733
1609,1,CL9,1587,46,365.76086957,0,0,28.260869565,69.565217391,0,0,-1.863851841,0.7803599324,-1.340148048,-1.28641276,0.9396785905,0.37300503,-0.24028103,-0.011542812
1610,1,CL9,1588,3,75,0,0,33.333333333,33.333333333,0,0,-1.125670194,0.7704669226,-0.672544123,-0.995365681,-0.336721343,-0.111848715,-0.328987547,-0.776097496
1611,1,CL9,1589,390,187.00769231,0,0,24.102564103,39.743589744,33.846153846,0.2564102564,-0.752076001,-0.510014665,-0.504959702,-0.330071938,0.1581107558,-0.043594968,0.1340504439,0.057433805
1612,1,CL9,1590,98,168.43877551,0,2.0408163265,34.693877551,34.693877551,26.530612245,0,-1.00582035,0.0037568441,-0.323413502,-0.371931122,-0.271059893,-0.351041193,0.0727062001,0.0382672909
1613,1,CL9,1591,107,93.990654206,0,0,23.364485981,38.317757009,38.317757009,0,-0.664173848,-0.697564148,-0.490342404,-0.248874473,0.1297954764,-0.134838124,0.2045468302,0.1138708628
1619,1,CL9,1597,658,84.534954407,0,0,22.036474164,48.176291793,28.723404255,0,-0.952465538,-0.359810295,-0.636801912,-0.547841669,0.5146779609,0.0896975837,0.083438575,0.0695954454
1624,1,CL9,1602,9,1286.3333333,0,0,22.222222222,55.555555556,22.222222222,0,-1.237461673,0.0248617407,-1.090863911,-0.327710645,0.6553816105,0.3497745535,0.0219217527,0.088446824
1625,1,CL9,1603,9,2527.7777778,0,0,11.111111111,66.666666667,22.222222222,0,-1.29019701,0.058851143,-1.513443151,0.0732232676,1.3421584025,0.7647391593,0.0158453613,0.0971375874
1630,1,CL9,1608,595,81.682352941,0.3361344538,0.5042016807,35.630252101,35.12605042,17.31092437,4.2016806723,-0.904603651,0.3151708083,-0.416889056,-0.721209097,-0.345375026,-0.09377044,-0.193101568,-0.059772316
1634,1,CL9,1612,26,815.38461538,0,0,11.538461538,69.230769231,15.384615385,0,-1.341850638,0.0903573011,-1.385839286,-0.685542798,1.5041273848,0.45466127,-0.080764962,-0.015258645
1636,1,CL9,1614,1936,86,0,2.479338843,20.712809917,36.105371901,40.082644628,0,-0.607293963,-0.602404756,0.0582248333,-0.045600243,0.3695438407,-0.129017989,0.2028320987,0.1007137343
1637,1,CL9,1615,20,1506.2,0,0,10,55,30,5,-0.688357223,-0.293821975,-1.148763814,-0.008661987,1.066711632,0.4153516524,-0.109005088,0.1580165119
1645,1,CL9,1623,60,113.25,0,5,36.666666667,41.666666667,15,0,-1.385324929,0.6392566792,-0.323579946,-0.517957012,0.0562059321,-0.54728896,-0.057975877,0.0260994522
1650,1,CL9,1627,57,7299.5614035,0,1.7543859649,29.824561404,24.561403509,40.350877193,0,-0.85452538,0.3346371018,-1.020360441,2.5194526624,-0.806804462,1.0339743057,0.2497181051,0.052926844
1651,1,CL9,1628,889,917.2632171,0,4.2744656918,34.645669291,43.194600675,16.760404949,0,-1.384391911,0.6158425733,-0.342469461,-0.267576904,0.1228975645,-0.166142281,-0.043030363,0.0443023038
1654,1,CL9,1631,982,29.782077393,0,0.1018329939,48.879837067,45.723014257,3.9714867617,0,-1.757023911,0.8424190043,-0.53762762,-1.24405571,-0.500005993,0.1001735749,-0.182523007,0.0051447489
1657,1,CL9,1634,88,2727.6136364,0,3.4090909091,37.5,59.090909091,0,0,-2.029704692,1.4196208566,-1.169831692,-0.205423055,0.3520288912,0.4056226268,-0.217216199,0.0463650634
1659,1,CL9,1636,14,734.92857143,0,0,21.428571429,78.571428571,0,0,-1.928384406,0.7526917946,-1.591469152,-1.202926053,1.4472949942,0.564252278,-0.238622638,0.0457278988
1660,1,CL9,1637,461,695.19088937,0,0,16.702819957,49.023861171,30.802603037,0,-0.853614052,-0.421651976,-0.787269222,-0.253549438,0.6966834737,0.2058770914,0.0994330108,0.0192040038
1661,1,CL9,1638,116,169.26724138,0,0,33.620689655,50,16.379310345,0,-1.380016053,0.2233322207,-0.802734884,-0.865567482,0.1332765994,0.0571459597,-0.040112181,0.0689865027
1663,1,CL9,1640,17,3183.5294118,0,0,35.294117647,47.058823529,0,0,-1.636868682,1.2031832158,-1.285148658,-0.096584635,-0.15326015,0.695680537,-0.269515626,-0.383627357
1669,1,CL9,1646,283,2554.4310954,0,0.3533568905,15.19434629,43.816254417,24.028268551,0,-0.850137474,0.0541260322,-1.017258762,0.37185778,0.5221282962,0.5057419775,-0.011430683,-0.307419551
1673,1,CL9,1650,439,68.997722096,0,0,10.706150342,47.608200456,40.091116173,0,-0.565777457,-0.904216954,-0.65219646,-0.226624731,0.8942079577,0.0397826917,0.2051249088,0.0828947807
1682,1,CL9,1658,2565,36.952826511,0,1.7933723197,44.795321637,34.191033138,17.582846004,0,-1.322915381,0.4370205589,0.1526033419,-0.735346406,-0.563512402,0.0109035922,-0.044786876,0.0222952656
1683,1,CL9,1659,1739,359.00517539,0,0.2300172513,35.422656699,49.338700403,13.686026452,0,-1.459376131,0.398805557,-0.500845781,-0.875363329,0.1143690732,0.3137984293,-0.088692725,0.0286805845
1684,1,CL9,1660,6,6780,0,0,50,50,0,0,-2.221926772,1.8420283908,-1.696828308,0.9853576337,-0.798078747,1.4497303734,-0.190217908,0.0529605159
1691,1,CL9,1667,1057,493.8628193,0,4.6357615894,27.625354778,39.829706717,26.963103122,0,-1.038149483,0.1397623422,-0.140289561,-0.100690289,0.315180504,-0.318295445,0.0661078511,0.069079031
1696,1,CL9,1672,1299,236.06466513,0,0.0769822941,24.711316397,45.18860662,25.558121632,0,-0.988904696,-0.186130872,-0.486683819,-0.550009194,0.3497543786,0.1799626595,0.0334127663,-0.021179178
1697,1,CL9,1673,2446,141.34873262,0,0.3270645953,50.531479967,24.529844644,24.080130826,0,-1.145107837,0.1781066387,0.273168856,-0.605888546,-1.174486745,0.014914099,0.0408467613,0.0589841058
1698,1,CL9,1674,453,45.863134658,0,0,20.971302428,37.969094923,40.838852097,0,-0.577304635,-0.818155635,-0.408169925,-0.199402561,0.2198382253,-0.099248173,0.2273502662,0.1134023813
1701,1,CL9,1677,9,4477.7777778,0,11.111111111,11.111111111,55.555555556,22.222222222,0,-1.383902155,1.0653774648,-0.837456497,1.5959298073,1.5402636767,-0.03105149,0.0225023745,0.107337971
1705,1,CL9,1681,29,7016.8965517,0,0,27.586206897,24.137931034,31.034482759,3.4482758621,-0.691380774,0.5320569486,-1.205992824,2.1481402465,-0.81156344,1.1842910884,-0.036853246,-0.182298286
1710,1,CL9,1686,353,449.64589235,0,0.283286119,27.195467422,42.209631728,25.495750708,0,-0.985874568,-0.126167638,-0.614503663,-0.431840295,0.1322017602,0.0244002458,0.0439213983,-0.028476967
1714,1,CL9,1690,3713,86.631026124,0.0269323997,0,22.219229733,26.824670078,49.313223808,0,-0.298757981,-1.068425014,0.4727290525,0.0301502201,-0.058253253,0.2415930858,0.2940965034,0.0886853636
1715,1,CL9,1691,107,93.177570093,0,2.8037383178,38.317757009,33.644859813,22.429906542,0,-1.118718525,0.2350103676,-0.252194916,-0.446483724,-0.383528844,-0.447832316,0.0259051669,0.0104796765
1717,1,CL9,1693,540,178.1037037,0.1851851852,0,23.888888889,48.888888889,26.296296296,0,-1.025401017,-0.22903029,-0.692090743,-0.588400301,0.4625769886,0.1054916901,0.0796043531,0.0717972764
1720,1,CL9,1696,54,20.185185185,0,0,61.111111111,38.888888889,0,0,-1.913183085,1.1055627166,-0.553909968,-1.339603472,-1.196859305,-0.125218123,-0.204143691,0.0265212883
1723,1,CL9,1699,33,645,0,6.0606060606,12.121212121,45.454545455,33.333333333,0,-0.775967339,-0.162205809,-0.409199142,0.2564283607,1.0888074229,-0.496290596,0.1296301408,0.0393784292
1727,1,CL9,1703,54,416.48148148,0,0,3.7037037037,50,44.444444444,0,-0.429138106,-1.100996692,-0.823143876,0.0185519815,1.1883630256,0.0863955628,0.2532292255,0.0894664824
1732,1,CL9,1708,573,140.12390925,0,2.9668411867,44.502617801,35.427574171,14.834205934,0,-1.385115422,0.6029647977,-0.207766928,-0.648437753,-0.523487117,-0.355744854,-0.059149954,0.0061935627
1733,1,CL9,1709,154,63.25974026,0,0,25.974025974,37.012987013,34.415584416,0,-0.729615475,-0.532501734,-0.469782459,-0.34116529,0.0023781343,-0.142971135,0.1534306693,0.0418500841
1734,1,CL9,1710,21,4211.9047619,0,0,33.333333333,28.571428571,33.333333333,4.7619047619,-0.731381958,0.1871797201,-0.865772027,1.1010117893,-0.750026222,0.6216402735,-0.028762187,0.1606157598
1736,1,CL9,1712,4526,62.144498453,0,0,52.253645603,29.584622183,17.874502872,0,-1.365458619,0.414733809,0.5349266389,-0.887471856,-1.012190065,0.4125364716,-0.049261913,0.048605136
1740,1,CL9,1716,25,5673.64,0,0,16,64,8,4,-1.46847029,1.0811469159,-1.970972626,0.8757179966,0.9355199847,1.4499963709,-0.325646856,-0.07744272
1745,1,CL9,1721,573,235.45375218,0,0,25.479930192,43.979057592,28.970331588,0,-0.940513291,-0.312530406,-0.576503409,-0.470052449,0.2475881361,0.0524993759,0.0893971865,0.0568396405
1759,1,CL9,1735,325,575.30769231,0,0,19.076923077,37.846153846,34.461538462,0,-0.609964275,-0.549628288,-0.564865141,-0.111539379,0.2641436847,0.0177033866,0.1296787321,-0.100884836
1760,1,CL9,1736,97,6530.1030928,0,2.0618556701,51.546391753,36.082474227,0,0,-1.971953754,1.9596047129,-1.267103178,1.1821010276,-1.144028973,1.0501169073,-0.221302812,-0.199886364
1761,1,CL9,1737,34,341.02941176,0,0,5.8823529412,67.647058824,20.588235294,0,-1.102017259,-0.224031385,-1.293275734,-0.68310726,1.6833936126,0.3355978269,-0.033555354,-0.0544886
1762,1,CL9,1738,9,386.11111111,0,0,33.333333333,44.444444444,22.222222222,0,-1.200581262,0.0343437473,-0.712259708,-0.609733053,-0.049091978,0.0069793014,0.0292061372,0.0808482098
1768,1,CL9,1744,3911,143.65456405,0,4.3211454871,22.1171056,34.543594988,36.205574022,0,-0.701643787,-0.291958812,0.5543899538,-0.012925934,0.452307893,-0.010249888,0.1336291369,0.0366329965
1769,1,CL9,1745,1551,614.73243069,0,0,19.14893617,39.780786589,38.491295938,0,-0.632890568,-0.67021293,-0.334316446,-0.071389766,0.3579268802,0.2174282308,0.1827228563,0.0520365067
1773,1,CL9,1749,52,1071.5384615,0,0,21.153846154,42.307692308,32.692307692,0,-0.79993369,-0.397694426,-0.755274654,-0.039205378,0.2892007921,0.1320209568,0.1297344365,0.0135848475
1777,1,CL9,1753,115,306.66956522,0,0,25.217391304,47.826086957,22.608695652,0,-1.080317227,-0.083324131,-0.791623873,-0.598207685,0.3632005902,0.06329013,0.0117711228,-0.021694411
1785,1,CL9,1761,594,57.567340067,0,0,66.498316498,25.757575758,6.0606060606,0,-1.687094733,0.9551903524,-0.149310469,-1.115846472,-1.7874348,-0.216487366,-0.138887557,-0.006498429
1788,1,CL9,1764,800,470.57625,0,4.875,34,47.5,12.25,0,-1.502434802,0.7551962227,-0.375280106,-0.512889105,0.338954101,-0.268295938,-0.097439301,0.029027361
1796,1,CL9,1772,111,138.48648649,0,0,22.522522523,36.036036036,37.837837838,0,-0.597353323,-0.687190059,-0.467212972,-0.206942544,0.0903651463,-0.146555675,0.1875635262,0.0253986825
1797,1,CL9,1773,82,605.42682927,0,0,28.048780488,39.024390244,28.048780488,0,-0.907330223,-0.212029405,-0.625098191,-0.312314372,-0.034739932,-0.001400652,0.077346558,-0.024734081
1798,1,CL9,1774,2898,37.961007591,0,0,27.984817115,46.307798482,24.741200828,0,-1.102507358,-0.128487335,-0.163691836,-0.71445594,0.3289311943,0.3909772518,0.0212240018,0.0579044912
1799,1,CL9,1775,437,441.53546911,0,1.3729977117,25.400457666,47.139588101,25.629290618,0,-1.083023694,-0.072719921,-0.618096024,-0.407399588,0.4146498287,-0.011985773,0.0559006516,0.0792612323
