"","store_id","CLUSTER","CLUSNAME","VAR1","n","avg"
"466",627,1,"CL9",621,5.38449506278909,4.88986615311181
"467",628,1,"CL9",622,2.77258872223978,7.11963563801764
"468",631,1,"CL9",625,5.8664680569333,4.76101105943303
"469",633,1,"CL9",627,3.49650756146648,5.75976174238951
"470",634,1,"CL9",628,4.30406509320417,5.15897763234796
"471",635,1,"CL9",629,7.85127199710988,4.7343357954348
"472",636,1,"CL9",630,5.59098698051086,4.81442671258001
"473",638,1,"CL9",632,5.28320372873799,3.79759727187331
"474",639,1,"CL9",633,6.68461172766793,4.0911937703532
"475",640,1,"CL9",634,5.84354441703136,4.55344964550182
"476",641,1,"CL9",635,2.56494935746154,6.87888085788458
"477",642,1,"CL9",636,3.3322045101752,7.5800253265854
"478",643,1,"CL9",637,3.04452243772342,7.17741884591306
"479",645,1,"CL9",639,6.77078942390898,4.24193708704136
"480",646,1,"CL9",640,6.33682573114644,4.68091777405812
"481",647,1,"CL9",641,6.4281052726846,5.79120437588034
"482",648,1,"CL9",642,7.61035761831284,4.77817824061877
"483",649,1,"CL9",643,6.79570577517351,5.02889412970544
"484",650,1,"CL9",644,4.39444915467244,7.01060152544251
"485",652,1,"CL9",646,4.12713438504509,6.23819860903342
"486",653,1,"CL9",647,4.26267987704132,6.34514204544681
"487",654,1,"CL9",648,5.54126354515843,6.51920512651845
"488",655,1,"CL9",649,5.74300318780948,5.01159637058093
"489",656,1,"CL9",650,4.34380542185368,7.00621280297124
"490",657,1,"CL9",651,0,7.60090245954208
"491",658,1,"CL9",652,5.22035582507832,7.35531638054517
"492",659,1,"CL9",653,6.64509096950564,6.14361620254527
"493",660,1,"CL9",654,6.53813982376767,5.15196064385787
"494",661,1,"CL9",655,5.63121178182137,4.77244481425281
"495",662,1,"CL9",656,4.46590811865458,7.07170995887187
"496",663,1,"CL9",657,5.84932477994686,5.33377630235957
"497",664,1,"CL9",658,1.79175946922805,5.13088442226754
"498",665,1,"CL9",659,3.2188758248682,7.00324726044136
"499",666,1,"CL9",660,4.48863636973214,6.5263796967319
"500",667,1,"CL9",661,5.44241771052179,5.99660283859896
"501",669,1,"CL9",663,3.40119738166216,7.08310816648797
"502",670,1,"CL9",664,7.00124562206948,3.97879605002011
"503",671,1,"CL9",665,4.75359019110636,4.36846526600094
"504",672,1,"CL9",666,6.3297209055227,4.58383911849527
"505",673,1,"CL9",667,4.29045944114839,6.30617529194868
"506",675,1,"CL9",669,4.89034912822175,7.60589000105312
"507",676,1,"CL9",670,5.35185813347607,5.16667991385791
"508",677,1,"CL9",671,5.8406416573734,6.76364319074827
"509",678,1,"CL9",672,5.21493575760899,4.92307040423755
"510",679,1,"CL9",673,2.83321334405622,3.54690919284524
"511",680,1,"CL9",674,3.61091791264422,6.65296764462937
"512",681,1,"CL9",675,6.2709884318583,5.61115300855271
"513",683,1,"CL9",677,6.99668148817654,6.35751081326465
"514",684,1,"CL9",678,4.31748811353631,5.10554135183001
"515",685,1,"CL9",679,7.65539064482615,4.458265131238
"516",686,1,"CL9",680,6.28785856016178,5.44850641232698
"517",687,1,"CL9",681,2.70805020110221,5.02388052084628
"518",688,1,"CL9",682,2.83321334405622,5.35297265018101
"519",690,1,"CL9",684,4.70048036579242,4.64918707140487
"520",692,1,"CL9",686,6.55393340402581,5.45318207710895
"521",693,1,"CL9",687,4.77068462446567,5.68077981746147
"522",694,1,"CL9",688,3.58351893845611,5.41114989704953
"523",695,1,"CL9",689,7.77779262633883,5.44746121867756
"524",696,1,"CL9",690,6.21460809842219,5.61913194503569
"525",698,1,"CL9",692,6.67708346124714,5.82629356349203
"526",699,1,"CL9",693,5.59471137960184,5.63618268441654
"527",701,1,"CL9",695,7.76174498465891,5.33679485242249
"528",702,1,"CL9",696,7.614312146452,4.41682360839373
"529",703,1,"CL9",697,0,1.6094379124341
"530",704,1,"CL9",698,5.44241771052179,6.4499710600113
"531",705,1,"CL9",699,7.87891291229713,5.37340271021857
"532",706,1,"CL9",700,6.81454289725996,5.41223882737891
"533",707,1,"CL9",701,6.79122146272619,4.34380542185368
"534",708,1,"CL9",702,4.83628190695148,7.3149120770423
"535",709,1,"CL9",703,6.60934924316738,4.11881801113933
"536",710,1,"CL9",704,2.94443897916644,4.85940432436417
"537",711,1,"CL9",705,5.70711026474888,6.62900331383209
"538",712,1,"CL9",706,6.880384082186,5.06306326478177
"539",713,1,"CL9",707,5.26785815906333,6.57213834659196
"540",714,1,"CL9",708,3.80666248977032,7.44034239451007
"541",716,1,"CL9",710,7.83952558170468,4.5389613721707
"542",717,1,"CL9",711,5.73009978297357,4.94115529097996
"543",718,1,"CL9",712,1.09861228866811,5.36285588766998
"544",720,1,"CL9",714,6.53233429222235,4.24837046820828
"545",721,1,"CL9",715,6.17586727010576,4.61756703899059
"546",722,1,"CL9",716,7.06987412845857,5.64971052925069
"547",723,1,"CL9",717,7.29369772060144,5.62065945550457
"548",724,1,"CL9",718,7.36327958696304,5.28240191122609
"549",725,1,"CL9",719,7.06731984865348,5.39927305453088
"550",726,1,"CL9",720,7.21670948670946,5.39922193395286
"551",727,1,"CL9",721,0,6.21460809842219
"552",730,1,"CL9",724,6.99942246750796,5.35664652625308
"553",731,1,"CL9",725,6.19847871649231,5.07140656542579
"554",732,1,"CL9",726,6.35262939631957,5.81863438949793
"555",733,1,"CL9",727,5.09375020080676,5.25541626943066
"556",734,1,"CL9",728,3.87120101090789,4.47377935786268
"557",735,1,"CL9",729,3.40119738166216,6.18792183315284
"558",736,1,"CL9",730,6.36818718635049,5.44953554691298
"559",737,1,"CL9",731,5.24174701505964,5.97931431146699
"560",738,1,"CL9",732,5.26785815906333,7.55667852947454
"561",739,1,"CL9",733,5.5683445037611,6.288596106992
"562",740,1,"CL9",734,4.14313472639153,6.32515514075936
"563",741,1,"CL9",735,7.31521838975297,4.5711309691163
"564",742,1,"CL9",736,5.80513496891649,4.87882359231735
"565",743,1,"CL9",737,4.39444915467244,6.53955027382501
"566",744,1,"CL9",738,5.17614973257383,4.42974008272583
"567",745,1,"CL9",739,6.84161547647759,4.6179408568319
"568",746,1,"CL9",740,3.25809653802148,7.16260618162615
"569",747,1,"CL9",741,6.47543271670409,5.01078936542666
"570",748,1,"CL9",742,4.75359019110636,7.66749302248847
"571",749,1,"CL9",743,4.70953020131233,7.70858460246654
"572",751,1,"CL9",745,2.39789527279837,5.15013369711029
"573",752,1,"CL9",746,4.9416424226093,4.75174119215743
"574",754,1,"CL9",748,7.1929342212158,6.17385345752946
"575",755,1,"CL9",749,6.9782137426307,4.63163877610855
"576",756,1,"CL9",750,5.6937321388027,5.64379177083171
"577",757,1,"CL9",751,5.36129216570943,4.71887606372051
"578",758,1,"CL9",752,3.98898404656427,5.64466135165626
"579",759,1,"CL9",753,5.05624580534831,5.84335977891433
"580",760,1,"CL9",754,6.28226674689601,5.93026499370161
"581",761,1,"CL9",755,3.63758615972639,5.95454119300338
"582",762,1,"CL9",756,3.36729582998647,4.26365075090059
"583",763,1,"CL9",757,3.25809653802148,5.33141731497066
"584",764,1,"CL9",758,4.76217393479776,4.60105918328414
"585",765,1,"CL9",759,5.51745289646471,5.30532089692557
"586",766,1,"CL9",760,5.79909265446053,5.18176652598987
"587",769,1,"CL9",762,7.48493028328966,5.23538713403404
"588",772,1,"CL9",765,7.62217459481762,4.64234618802826
"589",773,1,"CL9",766,5.64897423816121,5.82255615143597
"590",774,1,"CL9",767,5.2040066870768,6.16821889580043
"591",776,1,"CL9",769,6.76388490856244,5.33436864595407
"592",777,1,"CL9",770,7.91242312147371,4.78676524928287
"593",778,1,"CL9",771,7.12929754892937,5.09699430380728
"594",779,1,"CL9",772,4.06044301054642,5.34694331361553
"595",780,1,"CL9",773,5.97888576490112,6.11157960129421
"596",781,1,"CL9",774,6.5424719605068,5.29961335634036
"597",783,1,"CL9",776,6.77878489768518,3.36737428597769
"598",785,1,"CL9",778,6.29894924685594,4.33575168704428
"599",786,1,"CL9",779,3.49650756146648,4.44478800944219
"600",787,1,"CL9",780,5.8805329864007,5.7964821737551
"601",788,1,"CL9",781,6.4118182677099,4.35937883069543
"602",789,1,"CL9",782,3.13549421592915,4.92283309066763
"603",790,1,"CL9",783,7.52185925220163,3.94852398950743
"604",791,1,"CL9",784,7.47647238116391,5.34610395334974
"605",792,1,"CL9",785,6.08221891037645,5.66419639794978
"606",794,1,"CL9",787,2.94443897916644,5.86542382622008
"607",795,1,"CL9",788,2.30258509299405,6.96837990079857
"608",796,1,"CL9",789,5.53338948872752,5.54335389548053
"609",797,1,"CL9",790,7.08170858610557,5.21878293305629
"610",799,1,"CL9",792,4.78749174278205,5.7623919956141
"611",802,1,"CL9",795,7.78072088611792,5.45326436365908
"612",804,1,"CL9",796,5.59098698051086,6.58771446822997
"613",805,1,"CL9",797,5.06259503302697,5.31245742934244
"614",806,1,"CL9",798,5.94017125272043,5.58853897479737
"615",807,1,"CL9",799,7.46508273639955,3.64418099340198
"616",808,1,"CL9",800,1.38629436111989,4.23047673654668
"617",809,1,"CL9",801,7.1770187659099,3.9399858987872
"618",810,1,"CL9",802,7.46049030582534,7.65725369756437
"619",811,1,"CL9",803,6.23048144757848,4.68673202995879
"620",812,1,"CL9",804,7.66434663209862,4.71838573891373
"621",813,1,"CL9",805,7.9550742732627,5.11127944199632
"622",814,1,"CL9",806,3.25809653802148,7.29875732508876
"623",815,1,"CL9",807,6.67456139181443,5.19691226148516
"624",816,1,"CL9",808,1.79175946922805,5.05412040605727
"625",817,1,"CL9",809,4.78749174278205,5.3155431472131
"626",818,1,"CL9",810,6.33682573114644,3.15816712870762
"627",819,1,"CL9",811,4.82028156560504,6.89210113161042
"628",820,1,"CL9",812,4.04305126783455,7.21955213345382
"629",821,1,"CL9",813,4.64439089914137,5.29146703340197
"630",823,1,"CL9",815,6.23441072571837,4.61849280911794
"631",826,1,"CL9",818,0.693147180559945,0.916290731874155
"632",827,1,"CL9",819,4.74493212836325,7.58041133441165
"633",829,1,"CL9",821,5.48063892334199,6.72605852696102
"634",830,1,"CL9",822,5.68357976733868,5.16507747663247
"635",831,1,"CL9",823,4.07753744390572,5.69298998138446
"636",832,1,"CL9",824,5.8171111599632,5.75860129309076
"637",833,1,"CL9",825,7.13648320859025,5.79121716874006
"638",834,1,"CL9",826,7.40488757561612,4.78834296189224
"639",835,1,"CL9",827,5.91620206260743,7.72281591702743
"640",836,1,"CL9",828,3.61091791264422,5.86293990479366
"641",837,1,"CL9",829,6.16541785423142,6.39708720583773
"642",838,1,"CL9",830,2.484906649788,5.52810546059416
"643",839,1,"CL9",831,5.06890420222023,7.22133494413431
"644",840,1,"CL9",832,4.80402104473326,6.16188150815667
"645",841,1,"CL9",833,7.82604401351897,5.18216697941419
"646",842,1,"CL9",834,5.01063529409626,6.62313518056618
"647",843,1,"CL9",835,6.83947643822884,4.80393328153792
"648",844,1,"CL9",836,6.45204895443723,3.67354160822697
"649",845,1,"CL9",837,4.91998092582813,2.8115111033965
"650",849,1,"CL9",841,4.18965474202643,5.89844341210796
"651",850,1,"CL9",842,6.48768401848461,3.79932973464737
"652",851,1,"CL9",843,7.0343879299155,4.83195818957115
"653",852,1,"CL9",844,7.98548435673382,4.67831372361002
"654",853,1,"CL9",845,6.67708346124714,5.39045673577791
"655",854,1,"CL9",846,4.95582705760126,3.9974251070101
"656",855,1,"CL9",847,7.03790596344718,4.56578299717291
"657",856,1,"CL9",848,7.2152399787301,4.27708474053462
"658",857,1,"CL9",849,7.94944442025063,6.06100031990068
"659",858,1,"CL9",850,3.95124371858143,5.56988471454635
"660",859,1,"CL9",851,1.38629436111989,3.35863776724336
"661",861,1,"CL9",853,7.42476176182321,5.17061950926477
"662",862,1,"CL9",854,5.95064255258773,7.39168332191802
"663",863,1,"CL9",855,7.00215595440362,5.29537856660255
"664",864,1,"CL9",856,4.14313472639153,5.1216938308744
"665",865,1,"CL9",857,6.08449941307517,4.98695545624803
"666",866,1,"CL9",858,0.693147180559945,-Inf
"667",867,1,"CL9",859,6.80239476332431,6.20814056226587
"668",868,1,"CL9",860,6.56385552653213,6.31384950733677
"669",870,1,"CL9",862,6.5694814204143,3.62984236882242
"670",872,1,"CL9",864,6.59578051396131,5.00826454435522
"671",874,1,"CL9",866,3.25809653802148,6.03842153019392
"672",875,1,"CL9",867,1.38629436111989,7.56008046502183
"673",877,1,"CL9",869,5.57215403217776,6.10874048336675
"674",878,1,"CL9",870,5.30826769740121,4.50019463472196
"675",880,1,"CL9",872,4.18965474202643,7.53268039480013
"676",881,1,"CL9",873,6.97073007814353,4.24919251733929
"677",882,1,"CL9",874,2.89037175789616,5.13252511167906
"678",883,1,"CL9",875,7.11801620446533,5.25650724216531
"679",884,1,"CL9",876,7.4770384723197,4.68306353044994
"680",885,1,"CL9",877,4.06044301054642,7.56488213690736
"681",887,1,"CL9",879,7.900636613018,4.32558173819928
"682",888,1,"CL9",880,5.55682806169954,6.98870164712384
"683",889,1,"CL9",881,7.73105314400713,5.03413516443279
"684",891,1,"CL9",883,5.87773578177964,6.7013132148272
"685",892,1,"CL9",884,6.03787091992214,4.59169072337393
"686",893,1,"CL9",885,7.14755927118945,4.70231688735385
"687",894,1,"CL9",886,7.35946763825562,5.26622282500432
"688",895,1,"CL9",887,6.25190388316589,3.70942795905657
"689",896,1,"CL9",888,6.55961523749324,6.64726390544798
"690",897,1,"CL9",889,6.58479139238572,4.83711467423152
"691",899,1,"CL9",891,3.29583686600433,6.5747141862845
"692",900,1,"CL9",892,6.57368016696065,5.31456042914323
"693",902,1,"CL9",893,4.83628190695148,6.53046104783442
"694",903,1,"CL9",894,4.91265488573605,6.63623599967296
"695",904,1,"CL9",895,7.73848812249465,3.60891390395952
"696",905,1,"CL9",896,3.09104245335832,7.28759173045569
"697",906,1,"CL9",897,2.94443897916644,5.58171395362325
"698",907,1,"CL9",898,7.98002359231065,3.29781225031407
"699",908,1,"CL9",899,4.44265125649032,4.26598839950183
"700",909,1,"CL9",900,7.08590146436561,4.75447711551743
"701",910,1,"CL9",901,4.89783979995091,6.65694711911289
"702",911,1,"CL9",902,6.43454651878745,4.46315530637113
"703",912,1,"CL9",903,6.26149168432104,3.86805516460557
"704",913,1,"CL9",904,3.49650756146648,4.46973221508917
"705",915,1,"CL9",906,2.94443897916644,6.66077729936768
"706",916,1,"CL9",907,7.36770857237437,3.35078974846969
"707",918,1,"CL9",909,6.30991827822652,5.078679028415
"708",919,1,"CL9",910,3.3322045101752,5.44288142489443
"709",920,1,"CL9",911,7.8898337513943,4.86022459474838
"710",921,1,"CL9",912,5.44673737166631,4.4298927266987
"711",924,1,"CL9",915,5.90263333340137,7.39612071446129
"712",925,1,"CL9",916,6.26720054854136,6.71043065532484
"713",926,1,"CL9",917,6.08677472691231,4.93193638007746
"714",927,1,"CL9",918,2.484906649788,6.77707695534002
"715",929,1,"CL9",920,6.72623340235875,4.25743087668824
"716",930,1,"CL9",921,6.87626461189077,7.43225356786362
"717",931,1,"CL9",922,4.88280192258637,3.71799685268908
"718",932,1,"CL9",923,6.97914527506881,4.62541088143605
"719",933,1,"CL9",924,1.94591014905531,6.38495346417425
"720",934,1,"CL9",925,6.69579891705849,5.77733846685416
"721",935,1,"CL9",926,6.4723462945009,4.11029092895533
"722",936,1,"CL9",927,5.61677109766657,4.89865358001074
"723",937,1,"CL9",928,7.89058253465654,4.25043412253378
"724",938,1,"CL9",929,7.59135704669855,6.73682503031494
"725",939,1,"CL9",930,3.63758615972639,6.92742889903567
"726",940,1,"CL9",931,4.00733318523247,4.66172235551019
"727",941,1,"CL9",932,6.83840520084734,4.71111252589336
"728",943,1,"CL9",934,7.66949525100769,4.15160585142205
"729",944,1,"CL9",935,5.8636311755981,5.47614256087965
"730",945,1,"CL9",936,7.65254569269392,4.99473879812221
"731",947,1,"CL9",938,5.99893656194668,4.07988989194914
"732",948,1,"CL9",939,7.36454701425564,4.17409492921442
"733",949,1,"CL9",940,3.29583686600433,5.41313304096176
"734",950,1,"CL9",941,3.78418963391826,7.11088163450519
"735",951,1,"CL9",942,0,7.3132203870903
"736",952,1,"CL9",943,3.89182029811063,4.68213122712422
"737",954,1,"CL9",945,7.4489161025442,3.86461895814668
"738",955,1,"CL9",946,6.20657592672493,5.96163907624402
"739",956,1,"CL9",947,7.86441990499457,5.77369693441242
"740",957,1,"CL9",948,7.20191631753163,5.50333640482679
"741",959,1,"CL9",950,2.99573227355399,7.10147001960553
"742",960,1,"CL9",951,6.98471632011827,5.00642272996066
"743",961,1,"CL9",952,3.29583686600433,5.90526092459685
"744",962,1,"CL9",953,7.01121398735037,5.38467704338558
"745",964,1,"CL9",955,5.09375020080676,5.57415813425794
"746",965,1,"CL9",956,5.08759633523238,7.14579474073391
"747",966,1,"CL9",957,7.51697722460432,4.43798954233031
"748",967,1,"CL9",958,6.38856140554563,6.23856422344289
"749",968,1,"CL9",959,5.91620206260743,5.82920719748344
"750",969,1,"CL9",960,3.40119738166216,7.27239839257005
"751",970,1,"CL9",961,6.37161184723186,4.31894574013564
"752",971,1,"CL9",962,3.40119738166216,7.67593262537661
"753",972,1,"CL9",963,3.80666248977032,6.80301185683849
"754",973,1,"CL9",964,6.06842558824411,5.76805330950024
"755",975,1,"CL9",966,5.17614973257383,5.32548727191811
"756",976,1,"CL9",967,6.361302477573,5.69473185407234
"757",977,1,"CL9",968,3.97029191355212,7.46380677086889
"758",979,1,"CL9",970,7.99564360428727,4.98048402077571
"759",980,1,"CL9",971,6.06610809010375,4.71313982391421
"760",981,1,"CL9",972,4.85203026391962,5.29035607187523
"761",983,1,"CL9",974,5.91350300563827,6.80488415470572
"762",984,1,"CL9",975,4.11087386417331,4.70226714409835
"763",985,1,"CL9",976,7.18916773842032,4.86398680067349
"764",986,1,"CL9",977,7.85243908535751,5.2910574063969
"765",987,1,"CL9",978,5.26785815906333,5.87668119603958
"766",988,1,"CL9",979,2.07944154167984,-Inf
"767",989,1,"CL9",980,5.30330490805908,6.61371806361348
"768",990,1,"CL9",981,6.76734312526539,5.18397919607429
"769",991,1,"CL9",982,0,6.39692965521615
"770",992,1,"CL9",983,1.6094379124341,6.51471269087253
"771",993,1,"CL9",984,2.83321334405622,6.80598308882131
"772",995,1,"CL9",985,7.71690613529839,5.68895356652678
"773",996,1,"CL9",986,6.69084227741856,5.40905841220323
"774",997,1,"CL9",987,7.98854298273769,4.93383413159486
"775",999,1,"CL9",989,6.11368217983223,6.98323620204299
"776",1000,1,"CL9",990,6.46146817635372,5.93120850969972
"777",1001,1,"CL9",991,6.0137151560428,5.55080605759026
"778",1002,1,"CL9",992,7.67971363996637,5.70315535262294
"779",1003,1,"CL9",993,2.99573227355399,6.57437824726823
"780",1004,1,"CL9",994,3.2188758248682,5.47730002207648
"781",1005,1,"CL9",995,7.80669637252118,5.77932177269318
"782",1006,1,"CL9",996,4.51085950651685,5.51705562438991
"783",1007,1,"CL9",997,5.53338948872752,6.84654822474111
"784",1008,1,"CL9",998,2.77258872223978,4.78697077376792
"785",1010,1,"CL9",1000,5.91079664404053,4.98790372039326
"786",1014,1,"CL9",1004,4.02535169073515,5.21036398759566
"787",1015,1,"CL9",1005,7.73193072194849,5.29928619533183
"788",1016,1,"CL9",1006,5.96870755998537,5.99232734613983
"789",1018,1,"CL9",1008,4.17438726989564,7.24563312070606
"790",1019,1,"CL9",1009,7.99564360428727,5.8856294130033
"791",1020,1,"CL9",1010,1.6094379124341,5.07517381523383
"792",1021,1,"CL9",1011,7.43838353004431,4.39285020091583
"793",1022,1,"CL9",1012,6.26149168432104,5.0736339852414
"794",1025,1,"CL9",1015,6.8351845861473,5.67500311766594
"795",1027,1,"CL9",1017,5.15905529921453,6.92404713051472
"796",1028,1,"CL9",1018,3.61091791264422,6.01252499456073
"797",1030,1,"CL9",1020,4.72738781871234,5.86824641403864
"798",1031,1,"CL9",1021,6.67329796776765,5.16291317200999
"799",1032,1,"CL9",1022,7.51752085060303,5.01952321544572
"800",1033,1,"CL9",1023,6.73933662735717,5.55509024314635
"801",1034,1,"CL9",1024,5.80513496891649,7.04215451781917
"802",1035,1,"CL9",1025,7.64156444126097,4.96055577289318
"803",1036,1,"CL9",1026,5.09375020080676,6.8025651646163
"804",1037,1,"CL9",1027,6.3456363608286,5.84511958059222
"805",1039,1,"CL9",1029,7.67461749736436,5.22344415829122
"806",1040,1,"CL9",1030,4.57471097850338,5.03768870843409
"807",1041,1,"CL9",1031,7.23056315340929,5.36953272424851
"808",1042,1,"CL9",1032,5.84643877505772,5.181994608074
"809",1043,1,"CL9",1033,4.30406509320417,5.71391118580328
"810",1047,1,"CL9",1037,5.38449506278909,5.68026653955426
"811",1048,1,"CL9",1038,7.69439280262942,4.82425085014264
"812",1049,1,"CL9",1039,5.605802066296,5.97506238168541
"813",1050,1,"CL9",1040,6.24804287450843,4.03230452912001
"814",1051,1,"CL9",1041,6.8351845861473,3.12288584415959
"815",1052,1,"CL9",1042,6.70686233660275,5.35274419369973
"816",1054,1,"CL9",1044,4.38202663467388,7.58593475017026
"817",1055,1,"CL9",1045,7.57660976697304,5.23312015860393
"818",1056,1,"CL9",1046,0.693147180559945,6.21460809842219
"819",1058,1,"CL9",1048,5.39816270151775,5.43075370281089
"820",1059,1,"CL9",1049,3.29583686600433,6.32076829425058
"821",1061,1,"CL9",1051,5.73657229747919,6.3334515035814
"822",1063,1,"CL9",1053,3.29583686600433,6.99884782286931
"823",1064,1,"CL9",1054,5.07517381523383,5.11967652759366
"824",1066,1,"CL9",1056,3.68887945411394,4.5384960527201
"825",1067,1,"CL9",1057,1.38629436111989,7.46737106691756
"826",1068,1,"CL9",1058,5.17614973257383,5.82152365968871
"827",1069,1,"CL9",1059,6.45204895443723,5.49740737546501
"828",1070,1,"CL9",1060,2.30258509299405,7.06689350032043
"829",1071,1,"CL9",1061,4.44265125649032,6.54043564552605
"830",1072,1,"CL9",1062,4.969813299576,5.55773927232834
"831",1074,1,"CL9",1064,5.77455154554441,5.53715084921427
"832",1077,1,"CL9",1067,4.89783979995091,5.29828005240187
"833",1078,1,"CL9",1068,7.82124208352356,3.46194311959472
"834",1081,1,"CL9",1070,5.5683445037611,6.30421153297782
"835",1082,1,"CL9",1071,7.8407064517494,4.93716743656391
"836",1083,1,"CL9",1072,6.91968384984741,5.92920800526067
"837",1084,1,"CL9",1073,5.55295958492162,5.2589679629625
"838",1086,1,"CL9",1075,4.04305126783455,5.40543948757261
"839",1087,1,"CL9",1076,4.20469261939097,5.55492456273874
"840",1089,1,"CL9",1078,4.49980967033027,5.49100171037754
"841",1091,1,"CL9",1080,5.6937321388027,5.36704533202382
"842",1092,1,"CL9",1081,7.8898337513943,5.58175589732438
"843",1093,1,"CL9",1082,7.30988148582479,5.62463791423597
"844",1095,1,"CL9",1084,7.35308192051543,3.76768945041091
"845",1096,1,"CL9",1085,6.55819780281227,6.44961854741139
"846",1097,1,"CL9",1086,7.55485852104068,4.33791334408597
"847",1098,1,"CL9",1087,5.85220247977447,6.19211564989183
"848",1100,1,"CL9",1089,1.09861228866811,5.48755936620036
"849",1101,1,"CL9",1090,6.4831073514572,3.60161783731694
"850",1102,1,"CL9",1091,7.9561263512135,5.42976215504628
"851",1104,1,"CL9",1093,6.83733281468559,3.86467493398298
"852",1105,1,"CL9",1094,7.34601020991329,4.61357988642201
"853",1106,1,"CL9",1095,4.90527477843843,6.39057618124397
"854",1107,1,"CL9",1096,7.73892375743946,3.68699396689956
"855",1108,1,"CL9",1097,5.37063802812766,6.81007578293152
"856",1110,1,"CL9",1099,6.57228254269401,5.65427876926177
"857",1111,1,"CL9",1100,5.79605775076537,5.48304231454884
"858",1112,1,"CL9",1101,7.79729127354747,5.32931110658926
"859",1113,1,"CL9",1102,5.15905529921453,4.83088514104813
"860",1114,1,"CL9",1103,6.99301512293296,5.02952523318917
"861",1116,1,"CL9",1105,1.09861228866811,5.04342511691925
"862",1117,1,"CL9",1106,5.48063892334199,6.18952957805249
"863",1118,1,"CL9",1107,5.78689738136671,4.94120411449491
"864",1119,1,"CL9",1108,2.56494935746154,6.3890784018128
"865",1120,1,"CL9",1109,7.20563517641036,5.44437621650451
"866",1121,1,"CL9",1110,4.14313472639153,3.96126658153371
"867",1122,1,"CL9",1111,6.40191719672719,4.26265651937416
"868",1123,1,"CL9",1112,1.09861228866811,5.29831736654804
"869",1124,1,"CL9",1113,7.49886973397693,6.35942153895661
"870",1125,1,"CL9",1114,7.29301767977278,6.14702239966028
"871",1126,1,"CL9",1115,6.42324696353352,7.05259886720093
"872",1127,1,"CL9",1116,5.83773044716594,4.64537157984759
"873",1128,1,"CL9",1117,7.19818357710194,6.20329830989203
"874",1130,1,"CL9",1119,5.13579843705026,5.29102614417114
"875",1131,1,"CL9",1120,7.29301767977278,4.58277849567611
"876",1134,1,"CL9",1122,7.93951526066241,3.87965148426548
"877",1135,1,"CL9",1123,4.52178857704904,7.57907354157888
"878",1136,1,"CL9",1124,6.67582322163485,5.44997168859396
"879",1138,1,"CL9",1126,3.49650756146648,6.334678079318
"880",1139,1,"CL9",1127,5.8805329864007,5.15508222083155
"881",1141,1,"CL9",1129,6.8501261661455,5.27068811045541
"882",1142,1,"CL9",1130,2.56494935746154,6.86050239413562
"883",1144,1,"CL9",1132,6.94601399109923,3.48317794543296
"884",1145,1,"CL9",1133,6.03787091992214,5.50998723158657
"885",1146,1,"CL9",1134,4.70953020131233,5.79944749186192
"886",1148,1,"CL9",1136,7.14598446771439,4.5250723152506
"887",1149,1,"CL9",1137,5.79301360838414,5.08329622676935
"888",1151,1,"CL9",1139,4.11087386417331,5.41318175732339
"889",1152,1,"CL9",1140,5.5834963087817,4.48202505560634
"890",1153,1,"CL9",1141,7.11801620446533,6.05475507548269
"891",1154,1,"CL9",1142,5.50533153593236,6.97530754693793
"892",1157,1,"CL9",1145,5.30826769740121,5.22377517982143
"893",1158,1,"CL9",1146,7.3664451483276,4.18344849473531
"894",1159,1,"CL9",1147,3.2188758248682,7.31164581476835
"895",1160,1,"CL9",1148,7.39939808333135,5.97859307313436
"896",1162,1,"CL9",1150,7.58832367733522,3.59942551075911
"897",1163,1,"CL9",1151,4.70048036579242,6.95498578599461
"898",1164,1,"CL9",1152,5.06890420222023,5.23151212741186
"899",1165,1,"CL9",1153,7.71824095195932,3.68514862594641
"900",1166,1,"CL9",1154,5.35185813347607,6.43760756353248
"901",1168,1,"CL9",1156,3.66356164612965,7.21539079691529
"902",1169,1,"CL9",1157,6.65027904858742,6.16261462024739
"903",1170,1,"CL9",1158,2.63905732961526,7.30365093606454
"904",1171,1,"CL9",1159,7.17165682276851,4.99428629679252
"905",1172,1,"CL9",1160,6.19031540585315,5.86150988850871
"906",1173,1,"CL9",1161,5.03695260241363,5.11908195179508
"907",1175,1,"CL9",1163,5.48479693349065,4.43623579825803
"908",1177,1,"CL9",1165,6.07304453410041,5.4214114145772
"909",1178,1,"CL9",1166,7.85902697975154,3.09123555948486
"910",1179,1,"CL9",1167,7.06731984865348,5.17181516318602
"911",1181,1,"CL9",1169,4.12713438504509,6.0854909119699
"912",1183,1,"CL9",1171,4.82028156560504,7.3477932187627
"913",1184,1,"CL9",1172,7.13089883029635,4.9596787850954
"914",1185,1,"CL9",1173,3.87120101090789,6.66089520105061
"915",1186,1,"CL9",1174,8.04846874366888,6.76358040203182
"916",1187,1,"CL9",1175,3.46573590279973,5.11630826093613
"917",1188,1,"CL9",1176,5.62762111369064,5.24399031935093
"918",1189,1,"CL9",1177,1.6094379124341,4.13356527537538
"919",1190,1,"CL9",1178,6.38350663488401,5.19178311427526
"920",1191,1,"CL9",1179,4.87519732320115,7.12923026341255
"921",1192,1,"CL9",1180,5.77765232322266,5.27366616177035
"922",1193,1,"CL9",1181,4.45434729625351,4.14368828300794
