store_id,CLUSTER,CLUSNAME,VAR1,n,avg,hour2_p,hour6_p,hour10_p,hour14_p,hour18_p,hour22_p,mean_install,count_install_p,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8,Prin9,Prin10
913,1,CL15,904,33,87.333333333,0,6.0606060606,33.333333333,54.545454545,3.0303030303,0,0,0,1.2328283709,-0.929083041,1.289984404,-1.231408868,-0.503396475,0.4930877863,-0.169563937,-0.205112528,0.1360225666,-0.038158854
915,1,CL15,906,19,781.15789474,0,0,5.2631578947,84.210526316,10.526315789,0,0,0,1.1581551776,-0.848567077,0.0973216377,-2.057295915,-0.291423686,2.2365801079,0.5621277389,-0.137123045,0.330158941,0.0533703633
918,1,CL15,909,550,160.56181818,0,0,26.909090909,56.909090909,15.090909091,0,0.0490909091,0.0181818182,0.9724643699,-0.896811217,0.31140085,-1.360597134,0.0957640551,0.6456354574,0.1661921783,-0.07044112,0.1219811403,0.0336813331
929,1,CL15,920,834,70.628297362,0,0.3597122302,18.585131894,52.517985612,28.29736211,0,0,0,0.5035534702,-0.945885296,-0.19391192,-0.942469714,-0.111743121,0.79655119,0.1399652052,0.0735488726,0.1633826844,0.0802670435
932,1,CL15,923,1074,102.04469274,0,0,9.4040968343,47.858472998,41.154562384,0.0931098696,0,0,0.0927225289,-0.867755811,-0.794930806,-0.553552159,-0.231173914,0.9508728758,0.1435644076,0.2040213144,0.1594601483,0.0788212519
935,1,CL15,926,647,60.964451314,0,0,3.7094281298,66.460587326,28.28438949,0.4636785162,0,0,0.4789096587,-0.88980228,-0.479358429,-1.275351408,-0.25486391,1.7526850438,0.21703117,0.0374109155,0.2289906853,0.0681887788
938,1,CL15,929,1981,842.88036345,0,0,32.862190813,40.131246845,25.542655225,0,0.2635032812,0.0706713781,0.9769052462,-0.512294464,0.0321208942,-0.449635502,0.35198437,-0.017665416,0.2078091454,0.0454347621,0.0036274322,0.0489735205
939,1,CL15,930,38,1019.8684211,0,0,28.947368421,36.842105263,34.210526316,0,0.0526315789,0.0263157895,0.5524389338,-0.634011113,-0.353619503,-0.549650168,-0.184317144,-0.190179117,0.3184164298,0.16667446,0.0585249601,0.1005102389
940,1,CL15,931,55,105.81818182,0,0,12.727272727,54.545454545,30.909090909,0,0,0,0.4115337358,-0.869156637,-0.46145939,-1.066190045,-0.27268658,0.9902187843,0.1395276935,0.1009004076,0.1818987026,0.0495706827
950,1,CL15,941,44,1225.2272727,0,0,0,65.909090909,31.818181818,0,0,0,0.5279145064,-0.649368106,-0.714914971,-1.185128246,-0.550275502,1.7686079495,0.6067335957,0.1004003382,0.2962045171,0.04259262
954,1,CL15,945,1718,47.685098952,0,0,35.564610012,40.39580908,23.399301513,0,0,0,0.6133206273,-1.044246674,0.2891942579,-0.703372882,0.2708961767,-0.125435895,0.1410317194,0.02449285,0.0988712904,0.0548910061
961,1,CL15,952,27,366.96296296,0,3.7037037037,33.333333333,51.851851852,11.111111111,0,0.1851851852,0.037037037,1.2800827507,-0.681885993,0.745157778,-1.098545881,-0.230322803,0.3256493409,-0.106668631,-0.101889407,0.1224100427,0.054428035
966,1,CL15,957,1839,84.604676455,0,0,32.028276237,46.655791191,19.684611202,0,0,0,0.7129240228,-1.042465747,0.3631901255,-0.886284979,0.2724117699,0.220662672,0.1966074402,-0.026573724,0.1255494643,0.0239095164
973,1,CL15,964,432,319.91435185,0,0.9259259259,24.768518519,54.62962963,19.675925926,0,0.0601851852,0.0185185185,0.8883002098,-0.831850239,0.1790936602,-1.150295538,-0.08893107,0.6478598679,0.1445190952,-0.01445997,0.1316925686,0.0704855999
975,1,CL15,966,177,205.50847458,0,0,12.994350282,56.497175141,29.378531073,0,0,0,0.4823206993,-0.872858576,-0.397361992,-1.11302024,-0.252684708,1.0536610587,0.194452593,0.0844504521,0.1936811619,0.0628299376
978,1,CL15,969,3196,102.92834793,0,1.2202753442,28.535669587,41.833541927,26.282853567,0,0.0009386733,0.0003128911,0.4972875947,-1.04424462,0.2643979486,-0.344602919,0.2546375826,0.3178028351,0.1711149475,0.0322537619,0.1045499675,0.0250947864
981,1,CL15,972,128,198.4140625,0,0,15.625,68.75,14.84375,0,0.0234375,0.0078125,0.9626435004,-0.90346283,0.1208779911,-1.674175494,-0.109266653,1.3904944813,0.2465614943,-0.080668707,0.211930951,0.0422601023
995,1,CL15,985,2246,295.5841496,0,0.3116651825,28.539626002,42.119323241,27.738201247,0.0445235975,0.0699020481,0.0235975067,0.6058808345,-0.864831651,0.0357253596,-0.488751398,0.2345466255,0.2237486803,0.1759817867,0.0605614544,0.0599450112,0.0542533407
999,1,CL15,989,452,1078.4026549,0,0.4424778761,1.9911504425,61.283185841,32.743362832,0,0,0,0.4509798787,-0.672632572,-0.651048912,-0.987558004,-0.506923568,1.5972044447,0.5239338094,0.1052261453,0.2665614363,0.0130535889
1000,1,CL15,990,640,376.609375,0,3.90625,31.25,34.84375,29.0625,0,0.0046875,0.0015625,0.5148568792,-0.839275562,0.2449134213,-0.314670229,-0.42284899,-0.153412357,-0.048799946,0.0973699371,0.0887744091,0.064201031
1003,1,CL15,993,20,716.5,0,5,20,30,35,0,0,0,0.2137334785,-0.600149713,-0.106182534,-0.064827157,-0.842441808,0.0472762307,-0.046974034,0.1356305294,0.1011382656,-0.139917494
1004,1,CL15,994,25,239.2,0,0,12,44,40,0,0,0,0.1105684676,-0.781092163,-0.785520778,-0.64873555,-0.367408048,0.6470779423,0.1215105053,0.2006236714,0.1526633382,0.0152844408
1007,1,CL15,997,253,940.6284585,0,0,20.158102767,45.454545455,32.411067194,0,0.0434782609,0.0118577075,0.5161275096,-0.679598347,-0.405427801,-0.741650583,-0.24694774,0.4202908572,0.3697064736,0.1268665064,0.1624908558,0.0476761085
1008,1,CL15,998,16,119.9375,0,0,56.25,31.25,0,0,0,0,1.1002763827,-0.960428654,1.310046207,-1.276482644,0.3881669676,-1.2385185,0.0589133577,-0.244240024,0.0461184897,-0.283687248
1020,1,CL15,1010,5,160,0,0,20,60,20,0,0,0,0.7789797853,-0.937874496,0.0272649312,-1.420164878,-0.130823445,0.9270996303,0.1988243619,-0.01275032,0.1962412173,0.0696425099
1022,1,CL15,1012,524,159.75381679,0,8.5877862595,27.099236641,32.061068702,29.580152672,0.3816793893,0.0801526718,0.0248091603,0.5560770109,-0.643234906,0.4646323397,0.09668598,-0.901358024,0.044169687,-0.480012904,0.0808033189,-0.000305844,0.0441008483
1025,1,CL15,1015,930,291.48924731,0,1.1827956989,52.043010753,41.612903226,4.7311827957,0,0.0096774194,0.0021505376,1.2242957145,-1.049323127,1.2291322671,-1.148890056,0.3135936298,-0.666664701,0.1466265936,-0.166612266,0.0930311641,0.0196506743
1057,1,CL15,1047,45,4407.3111111,0,0,44.444444444,42.222222222,11.111111111,0,0.0666666667,0.0222222222,1.6163947204,-0.175976741,0.6666995508,-0.897666233,-0.267876012,-0.631884787,1.6176904176,-0.082792237,0.2766260831,-0.008693493
1059,1,CL15,1049,27,556,0,0,11.111111111,55.555555556,33.333333333,0,0.1851851852,0.037037037,0.6378023523,-0.566911927,-0.665032874,-0.943936658,-0.251573133,1.0725953669,0.158855905,0.1339575525,0.183658851,0.1029018938
1063,1,CL15,1053,27,1095.3703704,0,0,0,48.148148148,48.148148148,0,0,0,-0.011835906,-0.584320723,-1.269027148,-0.485010593,-0.65449066,1.158993994,0.4474126907,0.2865964204,0.227461661,0.0413617292
1069,1,CL15,1059,634,244.05835962,0,0,23.8170347,47.160883281,27.602523659,0,0.0867507886,0.0299684543,0.6531382032,-0.762807421,-0.183258308,-0.857352818,0.004488651,0.4198657896,0.1003427609,0.0711599074,0.0671087299,0.0536797241
1078,1,CL15,1068,2493,31.87886081,0,0,28.92097874,37.906137184,29.803449659,0,0,0,0.3598346597,-1.013885788,0.011826944,-0.392136788,0.2677413995,0.0799118944,0.1529207748,0.0766102116,0.0932291097,0.0022887031
1083,1,CL15,1072,1012,375.85671937,0,0,25.395256917,38.043478261,31.719367589,0,0.1531620553,0.04743083,0.5572468113,-0.609566442,-0.310617089,-0.489186089,0.0736068445,0.0941844054,0.0567067586,0.1079299804,0.004804006,-0.01957254
1085,1,CL15,1074,42,2966.6666667,0,4.7619047619,52.380952381,30.952380952,4.7619047619,0,0.1428571429,0.0476190476,1.654147995,-0.208464076,1.3369012817,-0.53353312,-0.416139657,-1.066380617,0.6984874343,-0.165865887,0.0646820866,-0.134869594
1086,1,CL15,1075,57,222.61403509,0,0,49.122807018,45.614035088,5.2631578947,0,0.0526315789,0.0175438596,1.2852514745,-0.957848346,0.9842490872,-1.425357648,0.321390787,-0.529916335,0.1185511112,-0.153492972,0.069612617,0.034992049
1087,1,CL15,1076,67,258.50746269,0,0,25.373134328,65.671641791,7.4626865672,0,0.0298507463,0.0149253731,1.1961224236,-0.905493139,0.5193521636,-1.773528179,0.0405415263,0.9577846058,0.245796366,-0.157118327,0.1602798924,0.0090121846
1100,1,CL15,1089,3,241.66666667,0,0,33.333333333,66.666666667,0,0,0,0,1.3835809882,-1.034537559,0.9281666046,-1.986364612,0.1415207844,0.7127171571,0.2873371336,-0.231737977,0.2080005611,0.0253969701
1104,1,CL15,1093,932,47.68776824,0,0,12.982832618,48.39055794,34.442060086,0.4291845494,0,0,0.2271869701,-0.867928341,-0.51435275,-0.736051562,-0.160561994,0.8481369648,0.126499113,0.1099906006,0.1530614504,0.0128339974
1110,1,CL15,1099,715,285.51048951,0,0,21.398601399,47.272727273,30.06993007,0,0.1426573427,0.0531468531,0.6854349726,-0.637707328,-0.344672943,-0.763548719,0.0180599947,0.5189301266,0.0562936534,0.098341241,-0.001745179,0.0671005258
1121,1,CL15,1110,63,52.523809524,0,0,15.873015873,57.142857143,26.984126984,0,0,0,0.5567059972,-0.920989587,-0.274031774,-1.209342806,-0.202484957,0.9734517755,0.1391189068,0.0634670086,0.1852389971,0.0849501804
1126,1,CL15,1115,616,1155.8587662,0,1.6233766234,14.123376623,49.188311688,33.279220779,0,0.1753246753,0.0584415584,0.7333847296,-0.394537137,-0.479068559,-0.546763292,-0.355579366,0.8419322625,0.2626053434,0.1303289665,0.0567096061,0.0635068406
1127,1,CL15,1116,343,104.10204082,0,0,15.743440233,39.358600583,42.565597668,0.2915451895,0.0583090379,0.0145772595,0.1062725129,-0.742310219,-0.815889927,-0.444987699,-0.241695003,0.3942527177,0.0117532457,0.2246052654,0.0998107174,0.0717629239
1138,1,CL15,1126,33,563.78787879,0,0,54.545454545,33.333333333,12.121212121,0,0.3333333333,0.0909090909,1.4777420313,-0.472652699,0.6807154478,-0.905240756,0.4776589011,-1.117715099,-0.075177139,-0.065281786,-0.098227578,0.0577080478
1141,1,CL15,1129,944,194.54978814,0,0,27.860169492,42.796610169,28.813559322,0,0.061440678,0.0222457627,0.5841423693,-0.837924393,-0.119199776,-0.712039543,0.0714170112,0.1551461322,0.0985268779,0.0887739002,0.0627003003,0.0751861369
1142,1,CL15,1130,13,953.84615385,0,0,15.384615385,61.538461538,7.6923076923,0,0,0,0.9531977954,-0.681596403,0.3559088924,-1.638088333,-0.20003792,1.148904814,0.5077337769,-0.203558014,0.2413688876,-0.328606199
1144,1,CL15,1132,1039,32.563041386,0,0,16.265640038,43.02213667,38.498556304,0,0,0,0.1487668273,-0.897298464,-0.592675412,-0.525788062,-0.137809758,0.5563249342,0.0947670522,0.1822360473,0.1308812614,0.0532902357
1151,1,CL15,1139,61,224.3442623,0,0,36.06557377,47.540983607,14.754098361,0,0.2295081967,0.0655737705,1.2110226864,-0.612608843,0.3410812511,-1.185211077,0.2393239451,-0.003219655,-0.04169842,-0.060537605,-0.006086911,0.0247164015
1154,1,CL15,1142,246,1069.8861789,0,0,0.8130081301,80.894308943,15.040650407,0,0.1666666667,0.0569105691,1.2494155138,-0.462967952,-0.229294801,-1.760524488,-0.243069511,2.3116077797,0.4909730856,-0.097823485,0.1824681769,-0.006638354
1159,1,CL15,1147,25,1497.64,0,0,8,32,32,4,0,0,-0.070355199,-0.226162007,-0.562050885,-0.478197489,-0.506744838,0.3868815097,0.5258546658,-0.119003768,0.1696674845,-0.446514504
1162,1,CL15,1150,1975,36.57721519,0,0,34.430379747,33.164556962,32.35443038,0,0,0,0.3497450921,-1.024075884,-0.015725785,-0.325501959,0.2345042768,-0.319168212,0.1025700826,0.1269801945,0.0742766471,0.0874417507
1164,1,CL15,1152,159,187.0754717,0,0,20.125786164,68.553459119,10.691823899,0,0.0251572327,0.0125786164,1.1005790593,-0.918179245,0.3329071819,-1.754539408,-0.019533492,1.2387288971,0.2407890653,-0.123766649,0.1810158165,0.0373817135
1172,1,CL15,1160,488,351.25409836,0,0.2049180328,29.303278689,43.852459016,26.43442623,0,0.0409836066,0.0143442623,0.6534887277,-0.841629275,-0.015596514,-0.837290933,-0.020644693,0.1031588214,0.1515796831,0.0681273741,0.0980560169,0.077142161
1183,1,CL15,1171,124,1552.766129,0,1.6129032258,7.2580645161,50.806451613,33.870967742,0,0.1693548387,0.0403225806,0.6291974888,-0.300912516,-0.628434801,-0.617934288,-0.580350387,1.0769118067,0.4174858231,0.1206428584,0.183940896,-0.050563753
1187,1,CL15,1175,32,166.71875,0,0,59.375,34.375,3.125,0,0.15625,0.0625,1.4588468705,-0.751768404,1.1452743132,-1.20401956,0.539426422,-1.232485277,-0.07449213,-0.174237899,-0.133894717,-0.039789645
1189,1,CL15,1177,5,62.4,0,0,20,60,20,0,0,0,0.7666945674,-0.954192253,0.0279644264,-1.427741348,-0.11902811,0.9305228055,0.1629334165,-0.013067453,0.1909517548,0.0697265825
1191,1,CL15,1179,131,1247.9160305,0,0,2.2900763359,68.702290076,27.480916031,0,0.0763358779,0.0229007634,0.7811086652,-0.560410321,-0.570278385,-1.291731321,-0.428472441,1.8039096588,0.5680328822,0.054207271,0.250910782,0.0546127766
1192,1,CL15,1180,323,195.13003096,0,0,16.408668731,45.510835913,34.984520124,0,0.0959752322,0.040247678,0.4359355385,-0.653941948,-0.594215115,-0.702655843,-0.150069289,0.5940663117,0.0294167446,0.1483492307,0.0201054574,0.0325253136
1193,1,CL15,1181,86,63.034883721,0,0,51.162790698,43.023255814,4.6511627907,0,0,0,1.1793959575,-1.068101821,1.0763745288,-1.415883917,0.3285662447,-0.684216326,0.1000732183,-0.1632603,0.0954488654,0.0022972641
1195,1,CL15,1183,85,144.37647059,0,0,34.117647059,58.823529412,5.8823529412,0,0,0,1.1679384385,-1.017902368,0.7477757586,-1.695134507,0.1305750062,0.4276489238,0.2082666625,-0.166781229,0.1739758937,0.0086303317
1196,1,CL15,1184,334,130.16467066,0,3.2934131737,32.634730539,47.904191617,15.568862275,0,0.0149700599,0.005988024,0.9186945319,-0.91857384,0.6519577436,-0.977249652,-0.252286905,0.2201250108,-0.049562411,-0.055344244,0.1073245171,0.0455422882
1206,1,CL15,1194,522,249.19348659,0,1.1494252874,22.030651341,50,24.329501916,0,0.1398467433,0.030651341,0.7684682605,-0.704786844,-0.035708377,-0.904423081,-0.111815062,0.6070721988,0.0221522448,0.0279785289,0.120932088,0.0212028489
1210,1,CL15,1198,194,2027.1907216,0,1.5463917526,7.7319587629,43.298969072,41.237113402,1.0309278351,0.2680412371,0.0824742268,0.6159121998,0.0260257466,-0.940502236,-0.223086125,-0.573502165,0.8057096937,0.4434899098,0.1706198064,0.0455206243,0.0130785369
1217,1,CL15,1204,128,120.78125,0,0,15.625,42.1875,40.625,0,0.015625,0.0078125,0.151293814,-0.801687953,-0.750690068,-0.587593031,-0.286677363,0.4729909139,0.0554278018,0.2179342728,0.1088279831,0.0762371619
1224,1,CL15,1211,1423,61.4490513,0,0.4919184821,24.385101897,41.953619115,31.623330991,0,0.0028109628,0.0014054814,0.3690922266,-0.949052935,-0.162387691,-0.557796024,0.0000109742,0.2935932464,0.0977384421,0.1090505388,0.111771261,0.0534370105
1228,1,CL15,1215,1080,217.7962963,0,0.0925925926,19.62962963,41.203703704,38.055555556,0,0.0851851852,0.0203703704,0.31011673,-0.770540061,-0.557810632,-0.443511806,-0.068481999,0.3869374898,0.0792326547,0.1844441009,0.0994368495,0.0831006693
1235,1,CL15,1222,2367,66.790874525,0.1267427123,4.3514997888,29.108576257,39.374735953,25.728770596,0.2112378538,0,0,0.5300124393,-0.96575664,0.4853166644,-0.209736632,-0.18086314,0.2419692415,-0.067785937,0.042734382,0.0871178389,0.0534054632
1239,1,CL15,1226,21,125.33333333,0,0,52.380952381,42.857142857,0,0,0,0,1.2570559902,-1.037445198,1.2482746323,-1.515282928,0.3543310814,-0.72802734,0.1231008476,-0.225883694,0.0950446037,-0.094860205
1243,1,CL15,1230,14,197.92857143,0,0,50,50,0,0,0,0,1.3623805464,-1.072782425,1.2090872321,-1.658400684,0.3236708335,-0.417128905,0.1875631655,-0.214263801,0.1289395535,0.0212954921
1245,1,CL15,1232,2992,104.29378342,0,0.1671122995,39.538770053,42.881016043,16.945187166,0,0.0010026738,0.0003342246,0.8022131826,-1.127748268,0.6720620304,-0.682729038,0.5202986222,-0.064641176,0.237069705,-0.058361809,0.1004132016,0.0432241725
1249,1,CL15,1236,39,244.92307692,0,0,23.076923077,41.025641026,35.897435897,0,0.0769230769,0.0256410256,0.4197689857,-0.733005462,-0.508480475,-0.650997065,-0.156794306,0.1771528979,0.0407360574,0.1769200871,0.0640589357,0.1053512319
1251,1,CL15,1238,305,155.54098361,0,0,21.967213115,43.93442623,33.114754098,0,0.0524590164,0.0229508197,0.4506571712,-0.783263332,-0.405593979,-0.741277297,-0.111961089,0.3412384562,0.0556384716,0.1378175177,0.0609423507,0.0757155298
1259,1,CL15,1245,64,759.375,0,3.125,17.1875,48.4375,31.25,0,0.046875,0.015625,0.5961983335,-0.663429609,-0.193730833,-0.635727648,-0.59959083,0.7051262175,0.1309591925,0.1179324604,0.140287156,0.0971567109
1262,1,CL15,1248,2082,139.11575408,0,0,27.473583093,40.537944284,31.556195965,0,0.0168107589,0.0062439962,0.411685908,-0.968187626,-0.111004366,-0.456664654,0.1838418549,0.17682527,0.1664789209,0.1087055253,0.0943670075,0.0790698103
1264,1,CL15,1250,40,2155,0,0,10,35,45,0,0,0,0.0834259183,-0.370619005,-1.003507206,-0.201551305,-0.658615955,0.3515133359,0.7725251077,0.2454901228,0.2245543689,-0.121352583
1268,1,CL15,1254,813,80.442804428,0,0,28.044280443,48.462484625,23.001230012,0,0.0061500615,0.0012300123,0.6575102741,-0.977966997,0.1123805311,-1.005773591,0.0628800121,0.3297708518,0.1434885897,0.0212232717,0.1391191006,0.0609162841
1270,1,CL15,1256,310,439.40967742,0,0,31.612903226,45.483870968,21.935483871,0,0.2322580645,0.0677419355,1.0423765699,-0.54806539,0.0350206417,-0.9305403,0.1560215136,0.0850565977,0.0265970897,0.0189363181,-0.005967691,0.0567036376
1291,1,CL15,1277,50,630,0,0,2,56,36,0,0,0,0.2507050466,-0.693999415,-0.819765004,-0.937329503,-0.489451173,1.3897150177,0.3312822079,0.1385082392,0.2255117668,-0.039348873
1296,1,CL15,1282,11,146.81818182,0,0,45.454545455,45.454545455,9.0909090909,0,0,0,1.0844350199,-1.033763893,0.8248663555,-1.372750451,0.2169330034,-0.422444015,0.1343279668,-0.113119898,0.1158800658,0.0410497401
1297,1,CL15,1283,659,108.74962064,0,0.7587253414,26.100151745,45.675265554,24.886191199,0,0.0591805766,0.0212443096,0.6557118897,-0.823842566,0.0247101241,-0.84750301,-0.034716667,0.3217343328,0.0316235484,0.0376626607,0.0705740703,0.0185832284
1298,1,CL15,1284,19,1351.8421053,0,0,15.789473684,47.368421053,36.842105263,0,0.3157894737,0.1052631579,0.8967004464,-0.127603415,-0.828598365,-0.573366483,-0.19022348,0.634105139,0.2436682358,0.1867557694,-0.056631504,0.1208827075
1299,1,CL15,1285,2501,99.742103159,0,0,26.909236305,44.742103159,27.628948421,0,0.0171931228,0.0055977609,0.5138218982,-1.009115412,0.0416845276,-0.5652323,0.2705962791,0.3775547963,0.200005767,0.0571209561,0.1097009515,0.0634927274
1302,1,CL15,1288,326,301.04907975,0,0,19.018404908,63.496932515,16.564417178,0,0.0828220859,0.0306748466,1.0133747189,-0.783086945,0.0892776639,-1.467178777,-0.019121641,1.1183250861,0.2032534826,-0.057961504,0.1256208785,0.0450661705
1311,1,CL15,1296,26,875.76923077,0,0,7.6923076923,61.538461538,23.076923077,0,0.1153846154,0.0384615385,0.8088273502,-0.5050521,-0.365849581,-1.265718502,-0.282181207,1.4040115249,0.3507688784,-0.008835625,0.1484058515,-0.10229297
1313,1,CL15,1298,1043,279.90699904,0,0.9587727709,30.105465005,44.966442953,23.394055609,0,0.2492809204,0.0680728667,0.9911759869,-0.579468738,0.0796859145,-0.713979823,0.1604993981,0.2108394428,-0.061470668,0.0275609255,-0.005884724,0.0689655393
1318,1,CL15,1303,505,230.53465347,0,0,19.00990099,36.435643564,42.178217822,0.7920792079,0.0356435644,0.0118811881,0.0942117096,-0.744849343,-0.72458193,-0.369820101,-0.205298131,0.1921081659,0.0680387404,0.2029650551,0.0856592756,0.0858625997
1327,1,CL15,1312,578,62.024221453,0,0,17.301038062,49.653979239,32.006920415,0,0,0,0.3773398977,-0.913322863,-0.386081983,-0.869709806,-0.150335731,0.7104252239,0.1242564374,0.115587884,0.1561597324,0.0689295053
1328,1,CL15,1313,1191,220.18807725,0,6.2132661629,27.539882452,40.722082284,24.853064652,0,0.0797649034,0.0310663308,0.7587731825,-0.732003891,0.4847118788,-0.245637022,-0.513118687,0.3069351581,-0.250556806,0.0408480328,0.0047704703,0.0687834607
1329,1,CL15,1314,278,1250.2913669,0,2.8776978417,52.517985612,35.971223022,5.3956834532,0,0.0431654676,0.0143884892,1.3364563115,-0.74151701,1.2688652366,-0.903192192,-0.051776757,-0.900182606,0.3074660479,-0.156273708,0.084501478,-0.044106958
1338,1,CL15,1323,338,259.54142012,0,1.775147929,36.094674556,48.816568047,10.059171598,0,0.1863905325,0.0680473373,1.3136376422,-0.615382912,0.6606971981,-1.140941112,0.1075592128,0.1209170524,-0.082076133,-0.12101304,-0.061220536,-0.02184407
1339,1,CL15,1324,881,195.1645857,0,0.227014756,24.858115778,41.543700341,32.236095346,0,0.0919409762,0.0329171396,0.5201731663,-0.751813089,-0.293351027,-0.590719802,0.0061061542,0.2194956794,0.0415727345,0.1248295859,0.031349899,0.0701933217
1351,1,CL15,1336,1538,209.04811443,0,2.9908972692,21.261378414,39.596879064,35.11053316,0,0.0058517555,0.0026007802,0.3069911712,-0.873284996,-0.137658184,-0.218351904,-0.321124379,0.3951397005,0.0003243656,0.1476683798,0.1032208964,0.0750722217
1355,1,CL15,1340,114,5865.1403509,0,2.6315789474,66.666666667,21.929824561,2.6315789474,0,0.1403508772,0.0263157895,2.0175582595,0.1260185936,1.4985467209,-0.340782905,-0.392265249,-2.026861384,1.8737937168,-0.166473034,0.2952776842,-0.127173768
1356,1,CL15,1341,3081,36.325868225,0,0,31.613112626,37.94222655,27.458617332,0.0324569945,0,0,0.4283691325,-1.059209825,0.1764485914,-0.354874937,0.3982313633,0.0384186266,0.1877384172,0.0462108371,0.0887753121,0.0064259166
1362,1,CL15,1347,1558,45.510911425,0,0.513478819,28.241335045,39.794608472,30.55198973,0,0,0,0.4015380682,-0.982758277,-0.047811603,-0.520009971,0.0652169938,0.1003608973,0.0916365769,0.1010756137,0.1038884022,0.0655933958
1365,1,CL15,1350,59,368.30508475,0,0,20.338983051,54.237288136,25.423728814,0,0.186440678,0.0508474576,0.8866203602,-0.605456784,-0.256426504,-1.092247154,-0.052351586,0.7354211452,0.0751029849,0.0519957611,0.0840304527,0.0877186614
1374,1,CL15,1358,438,253.18493151,0,0,30.593607306,58.447488584,10.273972603,0,0.1940639269,0.0753424658,1.3803559073,-0.635494407,0.4222489134,-1.441343766,0.2665111275,0.588284958,0.05440675,-0.117530047,-0.047642167,0.0426144981
1375,1,CL15,1359,127,1319.9055118,0,0,13.385826772,58.267716535,27.559055118,0,0.3937007874,0.1181102362,1.2380292096,-0.076104958,-0.581517905,-0.954571162,-0.086939749,1.1103273092,0.2453447564,0.0718648147,-0.016265505,0.0843900712
1377,1,CL15,1361,6,1544.1666667,0,0,50,50,0,0,0.3333333333,0.1666666667,2.1975295092,-0.107444574,0.9098328088,-1.379362716,0.4931845718,-0.392274669,0.2797474121,-0.199898582,-0.395189041,0.0506916877
1381,1,CL15,1365,52,1647.1153846,0,3.8461538462,42.307692308,48.076923077,3.8461538462,0,0,0,1.4100575999,-0.725775561,1.2345535549,-1.128069868,-0.364394548,-0.153415659,0.4942752269,-0.178258305,0.1958261004,-0.014563325
1382,1,CL15,1366,23,154.34782609,0,4.347826087,17.391304348,30.434782609,43.47826087,0,0,0,-0.002635895,-0.724227884,-0.480707157,0.0138639483,-0.78760126,0.1335268631,-0.22341622,0.2463073602,0.0805115518,0.0153702829
1383,1,CL15,1367,914,244.55579869,0,0.1094091904,45.076586433,46.608315098,7.5492341357,0,0.0131291028,0.0043763676,1.1398377828,-1.035133691,0.9302882395,-1.269304399,0.3415498608,-0.292676055,0.2047456311,-0.141776207,0.110364414,0.0214712276
1385,1,CL15,1369,119,113.27731092,0,0.8403361345,21.008403361,47.058823529,30.25210084,0,0.0420168067,0.0168067227,0.5174999392,-0.807856162,-0.262479523,-0.84151109,-0.224415165,0.4905105846,0.0174260185,0.1051908101,0.0920978473,0.0732257502
1386,1,CL15,1370,6,2491.6666667,0,0,66.666666667,33.333333333,0,0,0.5,0.1666666667,2.38754211,0.1222061801,1.144478382,-0.943768854,0.6111806765,-1.556987518,0.456600449,-0.183218126,-0.265089541,0.0418391893
1395,1,CL15,1379,2338,63.523096664,0,0,15.697177074,49.101796407,32.634730539,0,0,0,0.3080248678,-0.973759747,-0.316518549,-0.573584737,0.0828670753,0.8919330854,0.2100865264,0.0995508246,0.1497439063,0.0310376722
1401,1,CL15,1385,61,260.08196721,0,0,0,52.459016393,47.540983607,0,0.0655737705,0.0327868852,0.1049740372,-0.623200429,-1.295657456,-0.613688586,-0.47545169,1.3448719768,0.086917115,0.2891827719,0.0814714089,0.1367275335
1404,1,CL15,1388,49,143.46938776,0,4.0816326531,20.408163265,61.224489796,14.285714286,0,0,0,0.9632797784,-0.909836073,0.5423229324,-1.260488086,-0.511002946,1.0848650427,-0.017564348,-0.078921102,0.18530743,0.0603300954
1405,1,CL15,1389,179,71.659217877,0,6.7039106145,22.905027933,34.636871508,30.167597765,0,0,0,0.3673144369,-0.765593165,0.2533533569,-0.167589626,-0.853563182,0.1872601182,-0.338981173,0.0917383771,0.0749706882,-0.041972698
1409,1,CL15,1393,353,199.84419263,0,0,33.711048159,47.875354108,16.997167139,0,0.0424929178,0.0169971671,0.9023337119,-0.889428132,0.3504021809,-1.168649527,0.1162147917,0.08898346,0.1275217446,-0.039814041,0.0859152039,0.0281152093
1413,1,CL15,1397,612,139.79575163,0,0.1633986928,17.647058824,42.156862745,38.071895425,0,0.0049019608,0.0016339869,0.1921296888,-0.855766156,-0.575149423,-0.561175218,-0.208633483,0.4468949623,0.0949076192,0.184066563,0.1287400101,0.0590838479
1416,1,CL15,1400,193,198.39378238,0,0,17.616580311,50.259067358,30.569948187,0,0.0466321244,0.0155440415,0.5025251274,-0.794976348,-0.389694213,-0.941518807,-0.173308128,0.6931093796,0.1137742215,0.1023988647,0.1250075278,0.0562830903
1423,1,CL15,1407,554,171.77617329,0,0,28.339350181,59.747292419,10.469314079,0,0.0992779783,0.0397111913,1.1954058927,-0.813836298,0.4530987787,-1.492453164,0.1881155388,0.7070143564,0.1347427291,-0.122791534,0.0599674764,0.0190700631
